experiment_name,id,trial,effort_level,effort_time,scale_first,scale_type,rt,rating,gender,age,nasa_tlx
effortratingclicks,36814,7,High,59.217,ValueLiking,Liking,3.27,2.076065313,Female,19,173
effortratingclicks,36814,8,Medium,51.392,Value,Value,4.833,2.687773795,Female,19,173
effortratingclicks,36814,8,Medium,51.392,ValueLiking,Liking,3.801,4.841497411,Female,19,173
effortratingclicks,36814,9,Low,10.514,Value,Value,2.614,3.987654321,Female,19,173
effortratingclicks,36814,9,Low,10.514,ValueLiking,Liking,2.832,4.242532855,Female,19,173
effortratingclicks,36814,10,Medium,29.981,Value,Value,10.511,3.031859817,Female,19,173
effortratingclicks,36814,10,Medium,29.981,ValueLiking,Liking,2.707,4.994424532,Female,19,173
effortratingclicks,36814,11,Low,12.253,Liking,Liking,2.33,3.063719634,Female,19,173
effortratingclicks,36814,11,Low,12.253,LikingValue,Value,1.659,4.032258065,Female,19,173
effortratingclicks,36814,12,High,65.075,Value,Value,4.059,4.064117881,Female,19,173
effortratingclicks,36814,12,High,65.075,ValueLiking,Liking,40.709,4.070489845,Female,19,173
effortratingclicks,36814,13,Medium,36.801,Value,Value,4.889,4.255276782,Female,19,173
effortratingclicks,36814,13,Medium,36.801,ValueLiking,Liking,2.833,4.816009558,Female,19,173
effortratingclicks,36814,14,High,85.295,Value,Value,4.212,4.675826364,Female,19,173
effortratingclicks,36814,14,High,85.295,ValueLiking,Liking,5.282,3.528872959,Female,19,173
effortratingclicks,36814,15,Low,9.669,Liking,Liking,1.644,1.859418558,Female,19,173
effortratingclicks,36814,15,Low,9.669,LikingValue,Value,2.722,3.675428116,Female,19,173
effortratingclicks,36814,16,High,62.976,Value,Value,2.201,4.886101155,Female,19,173
effortratingclicks,36814,16,High,62.976,ValueLiking,Liking,0.648,4.682198327,Female,19,173
effortratingclicks,36814,17,Low,11.897,Liking,Liking,4.999,4.930704898,Female,19,173
effortratingclicks,36814,17,Low,11.897,LikingValue,Value,1.826,4.866985265,Female,19,173
effortratingclicks,36814,18,Medium,28.108,Liking,Liking,3.429,1.999601752,Female,19,173
effortratingclicks,36814,18,Medium,28.108,LikingValue,Value,1.063,4.261648746,Female,19,173
effortratingclicks,41815,1,Low,17.6171,Value,Value,3.3955,1.010462963,Female,19,372
effortratingclicks,41815,1,Low,17.6171,ValueLiking,Liking,2.2471,1.947407407,Female,19,372
effortratingclicks,41815,2,Medium,31.0579,Liking,Liking,1.9708,3.859212963,Female,19,372
effortratingclicks,41815,2,Medium,31.0579,LikingValue,Value,4.957,3.025231481,Female,19,372
effortratingclicks,41815,3,High,92.0686,Value,Value,3.4429,2.201990741,Female,19,372
effortratingclicks,41815,3,High,92.0686,ValueLiking,Liking,3.475,2.353680556,Female,19,372
effortratingclicks,41815,4,Low,12.0646,Value,Value,8.4403,3.550347222,Female,19,372
effortratingclicks,41815,4,Low,12.0646,ValueLiking,Liking,18.3076,5,Female,19,372
effortratingclicks,41815,5,High,76.5049,Value,Value,9.19,5,Female,19,372
effortratingclicks,41815,5,High,76.5049,ValueLiking,Liking,1.9591,4.552569444,Female,19,372
effortratingclicks,41815,6,Medium,34.0372,Liking,Liking,3.526,4.026898148,Female,19,372
effortratingclicks,41815,6,Medium,34.0372,LikingValue,Value,4.3586,3.449166667,Female,19,372
effortratingclicks,41815,7,High,82.7321,Liking,Liking,5.3028,1,Female,19,372
effortratingclicks,41815,7,High,82.7321,LikingValue,Value,2.9029,1,Female,19,372
effortratingclicks,41815,8,Medium,36.484,Liking,Liking,6.725,4.35537037,Female,19,372
effortratingclicks,41815,8,Medium,36.484,LikingValue,Value,3.3263,4.353032407,Female,19,372
effortratingclicks,41815,9,Low,18.2169,Liking,Liking,3.8256,2.483865741,Female,19,372
effortratingclicks,41815,9,Low,18.2169,LikingValue,Value,2.7088,3.477662037,Female,19,372
effortratingclicks,41815,10,Medium,42.8481,Value,Value,5.323,5,Female,19,372
effortratingclicks,41815,10,Medium,42.8481,ValueLiking,Liking,6.7281,5,Female,19,372
effortratingclicks,41815,11,Low,11.6178,Value,Value,5.289,4.351875,Female,19,372
effortratingclicks,41815,11,Low,11.6178,ValueLiking,Liking,2.6256,3.810648148,Female,19,372
effortratingclicks,41815,12,High,89.0992,Liking,Liking,4.5131,2.502106481,Female,19,372
effortratingclicks,41815,12,High,89.0992,LikingValue,Value,3.0469,2.518449074,Female,19,372
effortratingclicks,41815,13,Medium,37.2658,Value,Value,5.1596,5,Female,19,372
effortratingclicks,41815,13,Medium,37.2658,ValueLiking,Liking,3.9745,3.373055556,Female,19,372
effortratingclicks,41815,14,High,80.2822,Value,Value,15.6738,5,Female,19,372
effortratingclicks,41815,14,High,80.2822,ValueLiking,Liking,2.6259,5,Female,19,372
effortratingclicks,41815,15,Low,12.9838,Liking,Liking,4.6255,3.484050926,Female,19,372
effortratingclicks,41815,15,Low,12.9838,LikingValue,Value,3.9934,1.49724537,Female,19,372
effortratingclicks,41815,16,High,86.1664,Value,Value,4.4584,2.052939815,Female,19,372
effortratingclicks,41815,16,High,86.1664,ValueLiking,Liking,7.9231,2.349722222,Female,19,372
effortratingclicks,41815,17,Low,13.9672,Value,Value,4.2458,3.589027778,Female,19,372
effortratingclicks,41815,17,Low,13.9672,ValueLiking,Liking,1.2246,1.949953704,Female,19,372
effortratingclicks,41815,18,Medium,30.4495,Value,Value,14.1457,4.512384259,Female,19,372
effortratingclicks,41815,18,Medium,30.4495,ValueLiking,Liking,3.6275,2.468194444,Female,19,372
effortratingclicks,42042,1,Low,17.1057,Value,Value,5.8018,3.018263889,Female,19,256
effortratingclicks,42042,1,Low,17.1057,ValueLiking,Liking,5.3828,1.98849537,Female,19,256
effortratingclicks,42042,2,Medium,31.5353,Liking,Liking,8.9442,2.979444444,Female,19,256
effortratingclicks,42042,2,Medium,31.5353,LikingValue,Value,5.7658,2.009560185,Female,19,256
effortratingclicks,42042,3,High,74.1541,Liking,Liking,9.718,3.999606481,Female,19,256
effortratingclicks,42042,3,High,74.1541,LikingValue,Value,8.7342,3.975763889,Female,19,256
effortratingclicks,42042,4,Low,12.0674,Value,Value,5.3143,2.997175926,Female,19,256
effortratingclicks,42042,4,Low,12.0674,ValueLiking,Liking,1.7209,2.999328704,Female,19,256
effortratingclicks,42042,5,High,60.1862,Value,Value,4.009,4.975833333,Female,19,256
effortratingclicks,42042,5,High,60.1862,ValueLiking,Liking,2.0045,4.898425926,Female,19,256
effortratingclicks,42042,6,Medium,27.6168,Value,Value,8.2857,4.05849537,Female,19,256
effortratingclicks,42042,6,Medium,27.6168,ValueLiking,Liking,10.3179,4.995740741,Female,19,256
effortratingclicks,42042,7,High,71.6859,Liking,Liking,5.5016,2.930625,Female,19,256
effortratingclicks,42042,7,High,71.6859,LikingValue,Value,2.6376,2.967453704,Female,19,256
effortratingclicks,42042,8,Medium,39.5678,Value,Value,3.7697,2.03,Female,19,256
effortratingclicks,42042,8,Medium,39.5678,ValueLiking,Liking,2.5697,4.009675926,Female,19,256
effortratingclicks,42042,9,Low,10.5333,Liking,Liking,3.546,4.955185185,Female,19,256
effortratingclicks,42042,9,Low,10.5333,LikingValue,Value,1.9407,3.01900463,Female,19,256
effortratingclicks,42042,10,Medium,32.5178,Value,Value,4.2135,1.035625,Female,19,256
effortratingclicks,42042,10,Medium,32.5178,ValueLiking,Liking,2.6718,2.987962963,Female,19,256
effortratingclicks,42042,11,Low,11.8853,Liking,Liking,3.3581,4.005277778,Female,19,256
effortratingclicks,42042,11,Low,11.8853,LikingValue,Value,1.6145,3.972939815,Female,19,256
effortratingclicks,42042,12,High,65.719,Liking,Liking,3.6407,3.975856481,Female,19,256
effortratingclicks,42042,12,High,65.719,LikingValue,Value,4.8338,2.005486111,Female,19,256
effortratingclicks,42042,13,Medium,31.452,Liking,Liking,3.7161,1.906388889,Female,19,256
effortratingclicks,42042,13,Medium,31.452,LikingValue,Value,0.7844,2.980787037,Female,19,256
effortratingclicks,42042,14,High,65.3853,Value,Value,6.6516,1.029837963,Female,19,256
effortratingclicks,42042,14,High,65.3853,ValueLiking,Liking,0.8755,1.02775463,Female,19,256
effortratingclicks,42042,15,Low,12.9666,Value,Value,23.2145,2.020462963,Female,19,256
effortratingclicks,42042,15,Low,12.9666,ValueLiking,Liking,2.3104,4.97775463,Female,19,256
effortratingclicks,42042,16,High,118.0028,Liking,Liking,4.3355,2.94375,Female,19,256
effortratingclicks,42042,16,High,118.0028,LikingValue,Value,7.1376,2.041967593,Female,19,256
effortratingclicks,42042,17,Low,48.5349,Value,Value,6.7023,2.986782407,Female,19,256
effortratingclicks,42042,17,Low,48.5349,ValueLiking,Liking,3.0014,4.081898148,Female,19,256
effortratingclicks,42042,18,Medium,37.7191,Liking,Liking,4.6502,4.972060185,Female,19,256
effortratingclicks,42042,18,Medium,37.7191,LikingValue,Value,2.4177,3.959953704,Female,19,256
effortratingclicks,44285,1,Low,16.0084,Value,Value,8.4209,1.96575991,Female,20,297
effortratingclicks,44285,1,Low,16.0084,ValueLiking,Liking,5.4702,3.123466435,Female,20,297
effortratingclicks,44285,2,Medium,39.0481,Value,Value,3.3562,1.577440683,Female,20,297
effortratingclicks,44285,2,Medium,39.0481,ValueLiking,Liking,3.1506,2.112902561,Female,20,297
effortratingclicks,44285,3,High,75.2807,Value,Value,3.0582,2.568725405,Female,20,297
effortratingclicks,44285,3,High,75.2807,ValueLiking,Liking,3.2339,3.152071036,Female,20,297
effortratingclicks,44285,4,Low,15.8085,Value,Value,4.781,3.660803675,Female,20,297
effortratingclicks,44285,4,Low,15.8085,ValueLiking,Liking,1.4404,4.441402633,Female,20,297
effortratingclicks,44285,5,High,67.8232,Value,Value,3.1697,2.543968461,Female,20,297
effortratingclicks,44285,5,High,67.8232,ValueLiking,Liking,1.9535,2.205810909,Female,20,297
effortratingclicks,44285,6,Medium,26.5898,Liking,Liking,2.3225,1.331347295,Female,20,297
effortratingclicks,44285,6,Medium,26.5898,LikingValue,Value,3.2002,3.286878979,Female,20,297
effortratingclicks,44285,7,High,74.0636,Value,Value,2.6622,4.781065538,Female,20,297
effortratingclicks,44285,7,High,74.0636,ValueLiking,Liking,0.5713,3.639364873,Female,20,297
effortratingclicks,44285,8,Medium,28.223,Liking,Liking,2.5958,4.62478588,Female,20,297
effortratingclicks,44285,8,Medium,28.223,LikingValue,Value,1.6885,2.7364152920000002,Female,20,297
effortratingclicks,44285,9,Low,10.9541,Liking,Liking,1.7365,3.833036024,Female,20,297
effortratingclicks,44285,9,Low,10.9541,LikingValue,Value,0.6051,4.218494647,Female,20,297
effortratingclicks,44285,10,Medium,28.7189,Liking,Liking,2.9219,1.251839012,Female,20,297
effortratingclicks,44285,10,Medium,28.7189,LikingValue,Value,0.5586,2.592407046,Female,20,297
effortratingclicks,44285,11,Low,10.2704,Value,Value,2.469,3.695303458,Female,20,297
effortratingclicks,44285,11,Low,10.2704,ValueLiking,Liking,0.8365,4.008332248,Female,20,297
effortratingclicks,44285,12,High,140.1244,Liking,Liking,1.7251,3.409640842,Female,20,297
effortratingclicks,44285,12,High,140.1244,LikingValue,Value,0.6052,2.654376447,Female,20,297
effortratingclicks,44285,13,Medium,34.6058,Liking,Liking,4.4412,4.575968605,Female,20,297
effortratingclicks,44285,13,Medium,34.6058,LikingValue,Value,2.6054,3.10094184,Female,20,297
effortratingclicks,44285,14,High,62.1303,Value,Value,7.4838,3.689238281,Female,20,297
effortratingclicks,44285,14,High,62.1303,ValueLiking,Liking,2.3892,2.464052011,Female,20,297
effortratingclicks,44285,15,Low,15.5816,Liking,Liking,2.3087,3.997549913,Female,20,297
effortratingclicks,44285,15,Low,15.5816,LikingValue,Value,0.8601,3.238849103,Female,20,297
effortratingclicks,44285,16,High,76.6204,Value,Value,2.6911,3.88856156,Female,20,297
effortratingclicks,44285,16,High,76.6204,ValueLiking,Liking,0.7258,3.407179543,Female,20,297
effortratingclicks,44285,17,Low,14.4825,Value,Value,11.1512,3.138380715,Female,20,297
effortratingclicks,44285,17,Low,14.4825,ValueLiking,Liking,9.0643,2.812308666,Female,20,297
effortratingclicks,44285,18,Medium,35.852,Liking,Liking,1.6205,4.366019604,Female,20,297
effortratingclicks,44285,18,Medium,35.852,LikingValue,Value,0.8705,4.517556785,Female,20,297
effortratingclicks,40068,1,Low,14.4475,Value,Value,5.2443,2.003280948,Female,19,51
effortratingclicks,40068,1,Low,14.4475,ValueLiking,Liking,3.3619,1.1022223310000001,Female,19,51
effortratingclicks,40068,2,Medium,31.5885,Liking,Liking,4.0187,1.008413511,Female,19,51
effortratingclicks,40068,2,Medium,31.5885,LikingValue,Value,3.2207,4.982945632,Female,19,51
effortratingclicks,40068,3,High,60.06,Liking,Liking,4.1674,1.01088224,Female,19,51
effortratingclicks,40068,3,High,60.06,LikingValue,Value,3.1022,4.985414361,Female,19,51
effortratingclicks,40068,4,Low,18.6625,Value,Value,3.4044,3.993015823,Female,19,51
effortratingclicks,40068,4,Low,18.6625,ValueLiking,Liking,2.3554,1.023225376,Female,19,51
effortratingclicks,40068,5,High,69.2248,Liking,Liking,3.6724,4.970602665,Female,19,51
effortratingclicks,40068,5,High,69.2248,LikingValue,Value,2.5385,3.936236751,Female,19,51
effortratingclicks,40068,6,Medium,46.1866,Value,Value,3.3896,3.57087605,Female,19,51
effortratingclicks,40068,6,Medium,46.1866,ValueLiking,Liking,1.3237,4.933573087,Female,19,51
effortratingclicks,40068,7,High,62.6949,Value,Value,2.8557,2.998148216,Female,19,51
effortratingclicks,40068,7,High,62.6949,ValueLiking,Liking,4.1545,4.639803153,Female,19,51
effortratingclicks,40068,8,Medium,45.5967,Liking,Liking,2.0387,4.940978596,Female,19,51
effortratingclicks,40068,8,Medium,45.5967,LikingValue,Value,0.7402,4.220132109,Female,19,51
effortratingclicks,40068,9,Low,10.0421,Value,Value,1.9761,2.914214143,Female,19,51
effortratingclicks,40068,9,Low,10.0421,ValueLiking,Liking,0.9239,2.037842137,Female,19,51
effortratingclicks,40068,10,Medium,34.3488,Liking,Liking,4.9096,2.445169875,Female,19,51
effortratingclicks,40068,10,Medium,34.3488,LikingValue,Value,1.5572,2.911745414,Female,19,51
effortratingclicks,40068,11,Low,11.4745,Value,Value,3.2918,2.074872055,Female,19,51
effortratingclicks,40068,11,Low,11.4745,ValueLiking,Liking,0.6777,1.976125608,Female,19,51
effortratingclicks,40068,12,High,61.5246,Value,Value,4.5237,3.042583982,Female,19,51
effortratingclicks,40068,12,High,61.5246,ValueLiking,Liking,0.7576,1.341681922,Female,19,51
effortratingclicks,40068,13,Medium,26.2483,Liking,Liking,1.3738,1.223186322,Female,19,51
effortratingclicks,40068,13,Medium,26.2483,LikingValue,Value,1.6292,2.013155525,Female,19,51
effortratingclicks,40068,14,High,56.9242,Value,Value,2.8898,3.931299293,Female,19,51
effortratingclicks,40068,14,High,56.9242,ValueLiking,Liking,0.8893,3.000616945,Female,19,51
effortratingclicks,40068,15,Low,10.6303,Value,Value,1.4439,2.185961469,Female,19,51
effortratingclicks,40068,15,Low,10.6303,ValueLiking,Liking,0.8255,2.294582154,Female,19,51
effortratingclicks,40068,16,High,59.8182,Value,Value,4.9008,3.960923024,Female,19,51
effortratingclicks,40068,16,High,59.8182,ValueLiking,Liking,0.7912,4.034982859,Female,19,51
effortratingclicks,40068,17,Low,15.2058,Value,Value,4.2179,3.558532744,Female,19,51
effortratingclicks,40068,17,Low,15.2058,ValueLiking,Liking,1.2538,2.926557449,Female,19,51
effortratingclicks,40068,18,Medium,29.2888,Liking,Liking,1.6077,2.590820478,Female,19,51
effortratingclicks,40068,18,Medium,29.2888,LikingValue,Value,1.16,2.425420721,Female,19,51
effortratingclicks,42180,1,Low,16.9646,Value,Value,9.0546,1.986111111,Female,18,151
effortratingclicks,42180,1,Low,16.9646,ValueLiking,Liking,5.4422,1.965277778,Female,18,151
effortratingclicks,42180,2,Medium,36.8188,Liking,Liking,4.3238,2,Female,18,151
effortratingclicks,42180,2,Medium,36.8188,LikingValue,Value,2.3841,1.972222222,Female,18,151
effortratingclicks,42180,3,High,66.3068,Liking,Liking,4.1156,2.020833333,Female,18,151
effortratingclicks,42180,3,High,66.3068,LikingValue,Value,0.9556,2.013888889,Female,18,151
effortratingclicks,42180,4,Low,10.8119,Liking,Liking,4.6421,3.006944444,Female,18,151
effortratingclicks,42180,4,Low,10.8119,LikingValue,Value,0.7114,2.965277778,Female,18,151
effortratingclicks,42180,5,High,66.7225,Value,Value,5.4208,3,Female,18,151
effortratingclicks,42180,5,High,66.7225,ValueLiking,Liking,1.9326,3.027777778,Female,18,151
effortratingclicks,42180,6,Medium,24.5488,Value,Value,4.1872,1.013888889,Female,18,151
effortratingclicks,42180,6,Medium,24.5488,ValueLiking,Liking,5.4714,2.013888889,Female,18,151
effortratingclicks,42180,7,High,51.6888,Liking,Liking,2.6816,1.034722222,Female,18,151
effortratingclicks,42180,7,High,51.6888,LikingValue,Value,0.821,2.076388889,Female,18,151
effortratingclicks,42180,8,Medium,27.329,Value,Value,3.0748,2.694444444,Female,18,151
effortratingclicks,42180,8,Medium,27.329,ValueLiking,Liking,1.4707,3.930555556,Female,18,151
effortratingclicks,42180,9,Low,10.6127,Liking,Liking,2.1345,1.493055556,Female,18,151
effortratingclicks,42180,9,Low,10.6127,LikingValue,Value,0.6094,2.916666667,Female,18,151
effortratingclicks,42180,10,Medium,31.8261,Liking,Liking,1.8359,1.493055556,Female,18,151
effortratingclicks,42180,10,Medium,31.8261,LikingValue,Value,1.2568,2.840277778,Female,18,151
effortratingclicks,42180,11,Low,9.9961,Value,Value,2.1517,2.541666667,Female,18,151
effortratingclicks,42180,11,Low,9.9961,ValueLiking,Liking,5.1969,3.3125,Female,18,151
effortratingclicks,42180,12,High,58.0481,Liking,Liking,2.1341,2.006944444,Female,18,151
effortratingclicks,42180,12,High,58.0481,LikingValue,Value,3.0996,2.472222222,Female,18,151
effortratingclicks,42180,13,Medium,26.9962,Value,Value,4.1644,3.520833333,Female,18,151
effortratingclicks,42180,13,Medium,26.9962,ValueLiking,Liking,2.3831,1.993055556,Female,18,151
effortratingclicks,42180,14,High,54.6352,Value,Value,3.5715,3,Female,18,151
effortratingclicks,42180,14,High,54.6352,ValueLiking,Liking,3.1584,3.604166667,Female,18,151
effortratingclicks,42180,15,Low,10.0953,Value,Value,7.395,3.416666667,Female,18,151
effortratingclicks,42180,15,Low,10.0953,ValueLiking,Liking,2.1916,4.409722222,Female,18,151
effortratingclicks,42180,16,High,59.2968,Value,Value,3.6246,3.458333333,Female,18,151
effortratingclicks,42180,16,High,59.2968,ValueLiking,Liking,1.1682,4.493055556,Female,18,151
effortratingclicks,42180,17,Low,9.3306,Value,Value,4.1416,2.715277778,Female,18,151
effortratingclicks,42180,17,Low,9.3306,ValueLiking,Liking,0.4514,4.263888889,Female,18,151
effortratingclicks,42180,18,Medium,25.0146,Value,Value,4.3771,3.902777778,Female,18,151
effortratingclicks,42180,18,Medium,25.0146,ValueLiking,Liking,2.6398,4.736111111,Female,18,151
effortratingclicks,38291,1,Low,14.87,Value,Value,4.3276,1.015324074,Male,20,140
effortratingclicks,38291,1,Low,14.87,ValueLiking,Liking,3.0517,2.936111111,Male,20,140
effortratingclicks,38291,2,Medium,32.7523,Liking,Liking,2.5601,1.985532407,Male,20,140
effortratingclicks,38291,2,Medium,32.7523,LikingValue,Value,5.8846,4.9475,Male,20,140
effortratingclicks,38291,3,High,80.0061,Value,Value,2.2019,1.03025463,Male,20,140
effortratingclicks,38291,3,High,80.0061,ValueLiking,Liking,2.2037,1.041574074,Male,20,140
effortratingclicks,38291,4,Low,10.5521,Liking,Liking,2.934,1.937384259,Male,20,140
effortratingclicks,38291,4,Low,10.5521,LikingValue,Value,2.5864,2.190601852,Male,20,140
effortratingclicks,38291,5,High,67.1882,Liking,Liking,1.6662,1.345787037,Male,20,140
effortratingclicks,38291,5,High,67.1882,LikingValue,Value,1.0172,1.933657407,Male,20,140
effortratingclicks,38291,6,Medium,32.3177,Liking,Liking,2.8673,2.323518519,Male,20,140
effortratingclicks,38291,6,Medium,32.3177,LikingValue,Value,1.4041,2.310648148,Male,20,140
effortratingclicks,38291,7,High,67.237,Value,Value,1.7847,1.225717593,Male,20,140
effortratingclicks,38291,7,High,67.237,ValueLiking,Liking,0.6351,1.273032407,Male,20,140
effortratingclicks,38291,8,Medium,29.5545,Liking,Liking,0.9042,1.317939815,Male,20,140
effortratingclicks,38291,8,Medium,29.5545,LikingValue,Value,0.9394,1.376967593,Male,20,140
effortratingclicks,38291,9,Low,12.5051,Liking,Liking,1.138,4.315787037,Male,20,140
effortratingclicks,38291,9,Low,12.5051,LikingValue,Value,1.3207,3.504467593,Male,20,140
effortratingclicks,38291,10,Medium,28.6377,Liking,Liking,2.9942,2.300833333,Male,20,140
effortratingclicks,38291,10,Medium,28.6377,LikingValue,Value,0.9713,2.630763889,Male,20,140
effortratingclicks,38291,11,Low,13.8686,Liking,Liking,7.461,2.588981481,Male,20,140
effortratingclicks,38291,11,Low,13.8686,LikingValue,Value,0.8857,3.138935185,Male,20,140
effortratingclicks,38291,12,High,69.1871,Liking,Liking,2.0669,2.238518519,Male,20,140
effortratingclicks,38291,12,High,69.1871,LikingValue,Value,1.0229,3.078125,Male,20,140
effortratingclicks,38291,13,Medium,26.8044,Value,Value,1.0704,2.192847222,Male,20,140
effortratingclicks,38291,13,Medium,26.8044,ValueLiking,Liking,1.0043,2.097337963,Male,20,140
effortratingclicks,38291,14,High,71.762,Liking,Liking,7.6615,2.533055556,Male,20,140
effortratingclicks,38291,14,High,71.762,LikingValue,Value,1.1706,2.935578704,Male,20,140
effortratingclicks,38291,15,Low,33.0553,Value,Value,1.7515,1.87375,Male,20,140
effortratingclicks,38291,15,Low,33.0553,ValueLiking,Liking,1.4519,1.933773148,Male,20,140
effortratingclicks,38291,16,High,65.4066,Value,Value,1.9003,1.307407407,Male,20,140
effortratingclicks,38291,16,High,65.4066,ValueLiking,Liking,2.1354,1.46212963,Male,20,140
effortratingclicks,38291,17,Low,10.654,Liking,Liking,1.4348,1.479259259,Male,20,140
effortratingclicks,38291,17,Low,10.654,LikingValue,Value,1.0041,1.702407407,Male,20,140
effortratingclicks,38291,18,Medium,35.4878,Liking,Liking,1.5011,1.671180556,Male,20,140
effortratingclicks,38291,18,Medium,35.4878,LikingValue,Value,1.9672,2.164537037,Male,20,140
effortratingclicks,42583,1,Low,26.6047,Value,Value,5.3297,2.003819444,Female,18,276
effortratingclicks,42583,1,Low,26.6047,ValueLiking,Liking,2.1348,3.07474537,Female,18,276
effortratingclicks,42583,2,Medium,38.253,Value,Value,4.5265,2.943310185,Female,18,276
effortratingclicks,42583,2,Medium,38.253,ValueLiking,Liking,2.0509,3.35212963,Female,18,276
effortratingclicks,42583,3,High,86.475,Liking,Liking,3.871,4.279421296,Female,18,276
effortratingclicks,42583,3,High,86.475,LikingValue,Value,3.4219,4.037268519,Female,18,276
effortratingclicks,42583,4,Low,21.0372,Liking,Liking,2.6824,4.160231481,Female,18,276
effortratingclicks,42583,4,Low,21.0372,LikingValue,Value,2.1447,4.424791667,Female,18,276
effortratingclicks,42583,5,High,67.2723,Liking,Liking,1.8578,2.405092593,Female,18,276
effortratingclicks,42583,5,High,67.2723,LikingValue,Value,0.8647,1.981597222,Female,18,276
effortratingclicks,42583,6,Medium,38.1037,Value,Value,3.6241,4.112175926,Female,18,276
effortratingclicks,42583,6,Medium,38.1037,ValueLiking,Liking,2.743,3.841736111,Female,18,276
effortratingclicks,42583,7,High,65.9383,Liking,Liking,10.942,3.186319444,Female,18,276
effortratingclicks,42583,7,High,65.9383,LikingValue,Value,1.1892,3.918472222,Female,18,276
effortratingclicks,42583,8,Medium,33.0869,Liking,Liking,6.3516,3.127476852,Female,18,276
effortratingclicks,42583,8,Medium,33.0869,LikingValue,Value,2.0865,3.196851852,Female,18,276
effortratingclicks,42583,9,Low,10.3184,Value,Value,1.5194,4.432523148,Female,18,276
effortratingclicks,42583,9,Low,10.3184,ValueLiking,Liking,1.3913,4.375625,Female,18,276
effortratingclicks,42583,10,Medium,41.9035,Value,Value,4.4343,4.256412037,Female,18,276
effortratingclicks,42583,10,Medium,41.9035,ValueLiking,Liking,1.1083,4.217569444,Female,18,276
effortratingclicks,42583,11,Low,12.0857,Value,Value,2.3392,3.825069444,Female,18,276
effortratingclicks,42583,11,Low,12.0857,ValueLiking,Liking,1.0813,4.765671296,Female,18,276
effortratingclicks,42583,12,High,55.2389,Liking,Liking,3.0244,2.282060185,Female,18,276
effortratingclicks,42583,12,High,55.2389,LikingValue,Value,1.3542,2.423796296,Female,18,276
effortratingclicks,42583,13,Medium,29.5678,Value,Value,5.5174,4.07662037,Female,18,276
effortratingclicks,42583,13,Medium,29.5678,ValueLiking,Liking,0.6335,1.679050926,Female,18,276
effortratingclicks,42583,14,High,51.5041,Liking,Liking,2.3724,4.375601852,Female,18,276
effortratingclicks,42583,14,High,51.5041,LikingValue,Value,2.0019,2.729421296,Female,18,276
effortratingclicks,42583,15,Low,11.3189,Liking,Liking,5.0473,3.479699074,Female,18,276
effortratingclicks,42583,15,Low,11.3189,LikingValue,Value,1.7719,2.769513889,Female,18,276
effortratingclicks,42583,16,High,59.4362,Value,Value,4.2175,3.67599537,Female,18,276
effortratingclicks,42583,16,High,59.4362,ValueLiking,Liking,1.0018,2.397777778,Female,18,276
effortratingclicks,42583,17,Low,10.8818,Liking,Liking,4.1697,2.417407407,Female,18,276
effortratingclicks,42583,17,Low,10.8818,LikingValue,Value,1.3519,3.964074074,Female,18,276
effortratingclicks,42583,18,Medium,24.8349,Liking,Liking,2.7372,1.771087963,Female,18,276
effortratingclicks,42583,18,Medium,24.8349,LikingValue,Value,0.6713,2.254930556,Female,18,276
effortratingclicks,32753,1,Low,10.5531,Value,Value,5.4618,2.991990741,Female,21,166
effortratingclicks,32753,1,Low,10.5531,ValueLiking,Liking,4.7475,1.984050926,Female,21,166
effortratingclicks,32753,2,Medium,36.1004,Liking,Liking,4.8875,3.004467593,Female,21,166
effortratingclicks,32753,2,Medium,36.1004,LikingValue,Value,4.8821,1.962569444,Female,21,166
effortratingclicks,32753,3,High,61.8533,Value,Value,3.8365,4.995208333,Female,21,166
effortratingclicks,32753,3,High,61.8533,ValueLiking,Liking,3.4011,3.984861111,Female,21,166
effortratingclicks,32753,4,Low,9.8175,Value,Value,3.0361,1.988287037,Female,21,166
effortratingclicks,32753,4,Low,9.8175,ValueLiking,Liking,2.1669,2.995717593,Female,21,166
effortratingclicks,32753,5,High,64.6857,Liking,Liking,4.6169,3.989768519,Female,21,166
effortratingclicks,32753,5,High,64.6857,LikingValue,Value,1.9845,4.004328704,Female,21,166
effortratingclicks,32753,6,Medium,39.0529,Value,Value,2.3364,2.990185185,Female,21,166
effortratingclicks,32753,6,Medium,39.0529,ValueLiking,Liking,1.5527,1.974490741,Female,21,166
effortratingclicks,32753,7,High,66.1201,Value,Value,1.9019,4.018287037,Female,21,166
effortratingclicks,32753,7,High,66.1201,ValueLiking,Liking,2.1206,4.028333333,Female,21,166
effortratingclicks,32753,8,Medium,32.9685,Value,Value,4.8663,4.006157407,Female,21,166
effortratingclicks,32753,8,Medium,32.9685,ValueLiking,Liking,1.9519,2.004189815,Female,21,166
effortratingclicks,32753,9,Low,12.0194,Value,Value,4.9993,1.000162037,Female,21,166
effortratingclicks,32753,9,Low,12.0194,ValueLiking,Liking,8.6835,1.099166667,Female,21,166
effortratingclicks,32753,10,Medium,29.5696,Liking,Liking,2.8361,1.988773148,Female,21,166
effortratingclicks,32753,10,Medium,29.5696,LikingValue,Value,2.2201,2.008564815,Female,21,166
effortratingclicks,32753,11,Low,11.7173,Value,Value,2.5365,1.009444444,Female,21,166
