experiment_name,id,attention_check1,attention_check2,block,trial,order,condition,effort_level,component,rating,rt
buysell_within2,48764,1,2,main,18,BuyerSeller,Seller,Medium,NA,2.506355975,4.9515
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Physical,11,7.3
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Effort,7,11.0299
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Meaning,11,3.7185
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Depend,21,7.036
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Efficient,20,4.6861
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Mental,1,2.7701
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Pleasure,11,19.6569
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Performance,5,4.9169
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Temporal,11,5.8703
buysell_within2,48764,1,2,taskload,19,BuyerSeller,NA,Low,Frustration,4,10.6052
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Temporal,6,3.8202
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Performance,3,3.4581
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Meaning,11,3.3514
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Mental,4,2.1008
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Effort,11,2.8867
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Efficient,19,2.2205
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Physical,1,1.5787
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Depend,21,2.3358
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Frustration,3,4.2185
buysell_within2,48764,1,2,taskload,20,BuyerSeller,NA,Medium,Pleasure,12,1.5783
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Effort,6,3.4025
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Physical,2,1.562
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Temporal,13,2.3691
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Meaning,10,1.8046
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Pleasure,4,1.8204
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Depend,21,1.8352
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Frustration,13,2.6223
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Efficient,11,2.4413
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Performance,3,3.6433
buysell_within2,48764,1,2,taskload,21,BuyerSeller,NA,High,Mental,12,2.4029
buysell_within2,49303,1,1,main,1,SellerBuyer,Seller,Low,NA,1.729601171,8.518
buysell_within2,49303,1,1,main,2,SellerBuyer,Seller,Medium,NA,3.011708745,2.0759
buysell_within2,49303,1,1,main,3,SellerBuyer,Seller,High,NA,4.539699963,1.4652
buysell_within2,49303,1,1,main,4,SellerBuyer,Seller,Low,NA,1.407610684,2.5845
buysell_within2,49303,1,1,main,5,SellerBuyer,Seller,High,NA,4.229418222,4.5396
buysell_within2,49303,1,1,main,6,SellerBuyer,Seller,Medium,NA,3.029271862,11.8613
buysell_within2,49303,1,1,main,7,SellerBuyer,Seller,High,NA,3.450786681,3.5208
buysell_within2,49303,1,1,main,8,SellerBuyer,Seller,Medium,NA,3.076106842,3.2392
buysell_within2,49303,1,1,main,9,SellerBuyer,Seller,Low,NA,1.243688255,2.1062
buysell_within2,49303,1,1,main,10,SellerBuyer,Buyer,Medium,NA,1.758873033,7.7846
buysell_within2,49303,1,1,main,11,SellerBuyer,Buyer,Low,NA,1.290523235,2.8462
buysell_within2,49303,1,1,main,12,SellerBuyer,Buyer,High,NA,3.345407977,2.2024
buysell_within2,49303,1,1,main,13,SellerBuyer,Buyer,Medium,NA,2.449688986,2.8188
buysell_within2,49303,1,1,main,14,SellerBuyer,Buyer,High,NA,3.380534211,2.7936
buysell_within2,49303,1,1,main,15,SellerBuyer,Buyer,Low,NA,2.045737285,3.1977
buysell_within2,49303,1,1,main,16,SellerBuyer,Buyer,High,NA,3.09366996,2.9811
buysell_within2,49303,1,1,main,17,SellerBuyer,Buyer,Low,NA,1.477863154,2.2771
buysell_within2,49303,1,1,main,18,SellerBuyer,Buyer,Medium,NA,2.05744603,4.3591
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Temporal,18,6.0948
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Depend,3,7.0339
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Effort,3,2.9181
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Frustration,2,3.669
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Mental,2,2.0645
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Physical,1,2.1243
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Efficient,3,4.4577
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Performance,2,4.4871
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Meaning,1,3.0155
buysell_within2,49303,1,1,taskload,19,SellerBuyer,NA,Low,Pleasure,3,2.7231
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Depend,9,3.8853
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Frustration,10,2.1365
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Meaning,1,2.1959
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Mental,8,2.4694
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Pleasure,5,2.3841
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Performance,5,2.5644
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Physical,13,3.0441
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Effort,13,2.5781
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Efficient,11,1.8964
buysell_within2,49303,1,1,taskload,20,SellerBuyer,NA,Medium,Temporal,7,4.4782
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Performance,5,3.4068
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Pleasure,2,2.4392
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Effort,15,2.5321
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Meaning,1,1.3324
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Mental,16,3.0125
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Frustration,18,2.3858
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Depend,13,3.2457
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Efficient,11,8.8254
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Temporal,15,1.239
buysell_within2,49303,1,1,taskload,21,SellerBuyer,NA,High,Physical,18,1.3058
buysell_within2,49339,1,1,main,1,SellerBuyer,Seller,Low,NA,1.453333333,8.663
buysell_within2,49339,1,1,main,2,SellerBuyer,Seller,Medium,NA,1,4.186
buysell_within2,49339,1,1,main,3,SellerBuyer,Seller,High,NA,1.026666667,5.152
buysell_within2,49339,1,1,main,4,SellerBuyer,Seller,Low,NA,2.223703704,5.251
buysell_within2,49339,1,1,main,5,SellerBuyer,Seller,High,NA,2.176296296,2.152
buysell_within2,49339,1,1,main,6,SellerBuyer,Seller,Medium,NA,2.84,4.784
buysell_within2,49339,1,1,main,7,SellerBuyer,Seller,High,NA,2.004444444,4.835
buysell_within2,49339,1,1,main,8,SellerBuyer,Seller,Medium,NA,2.22962963,16.585
buysell_within2,49339,1,1,main,9,SellerBuyer,Seller,Low,NA,2.342222222,3.285
buysell_within2,49339,1,1,main,10,SellerBuyer,Buyer,Medium,NA,1.376296296,4.749
buysell_within2,49339,1,1,main,11,SellerBuyer,Buyer,Low,NA,1.358518519,7.568
buysell_within2,49339,1,1,main,12,SellerBuyer,Buyer,High,NA,1.056296296,2.568
buysell_within2,49339,1,1,main,13,SellerBuyer,Buyer,Medium,NA,1.002962963,2.101
buysell_within2,49339,1,1,main,14,SellerBuyer,Buyer,High,NA,1,4.55
buysell_within2,49339,1,1,main,15,SellerBuyer,Buyer,Low,NA,1.008888889,11.086
buysell_within2,49339,1,1,main,16,SellerBuyer,Buyer,High,NA,1.074074074,2.586
buysell_within2,49339,1,1,main,17,SellerBuyer,Buyer,Low,NA,1.097777778,2.918
buysell_within2,49339,1,1,main,18,SellerBuyer,Buyer,Medium,NA,1.10962963,1.854
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Effort,7,7.866
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Mental,8,4.051
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Performance,3,3.652
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Pleasure,14,2.735
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Frustration,8,3.036
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Meaning,11,3.234
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Temporal,11,1.318
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Physical,4,2.402
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Depend,12,14.617
buysell_within2,49339,1,1,taskload,19,SellerBuyer,NA,Low,Efficient,14,1.369
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Efficient,14,2.418
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Meaning,10,1.901
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Physical,6,1.685
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Frustration,6,1.037
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Temporal,5,0.984
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Performance,5,1.851
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Effort,12,1.384
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Depend,10,0.867
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Pleasure,10,2.384
buysell_within2,49339,1,1,taskload,20,SellerBuyer,NA,Medium,Mental,6,1.333
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Frustration,7,22.884
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Effort,8,7.852
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Temporal,12,1.835
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Depend,14,4.668
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Mental,6,1.686
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Pleasure,9,1.768
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Physical,7,1.335
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Meaning,6,1.685
buysell_within2,49339,1,1,taskload,21,SellerBuyer,NA,High,Efficient,13,2.101
buysell_within2,49468,1,1,main,1,SellerBuyer,Seller,Low,NA,3.500495515,4.116
buysell_within2,49468,1,1,main,2,SellerBuyer,Seller,Medium,NA,4.516942998,8.1241
buysell_within2,49468,1,1,main,3,SellerBuyer,Seller,High,NA,4.98786169,2.5733
buysell_within2,49468,1,1,main,4,SellerBuyer,Seller,Low,NA,2.412415726,4.2093
buysell_within2,49468,1,1,main,5,SellerBuyer,Seller,High,NA,4.273155382,5.9928
buysell_within2,49468,1,1,main,6,SellerBuyer,Seller,Medium,NA,3.45330693,5.5109
buysell_within2,49468,1,1,main,7,SellerBuyer,Seller,High,NA,1,1.7423
buysell_within2,49468,1,1,main,8,SellerBuyer,Seller,Medium,NA,1,1.3937
buysell_within2,49468,1,1,main,9,SellerBuyer,Seller,Low,NA,4.339653139,3.0748
buysell_within2,49468,1,1,main,10,SellerBuyer,Buyer,Medium,NA,2.99927445,5.8576
buysell_within2,49468,1,1,main,11,SellerBuyer,Buyer,Low,NA,4.011040943,2.6591
buysell_within2,49468,1,1,main,12,SellerBuyer,Buyer,High,NA,1,1.5747
buysell_within2,49468,1,1,main,13,SellerBuyer,Buyer,Medium,NA,2.026599031,4.6961
buysell_within2,49468,1,1,main,14,SellerBuyer,Buyer,High,NA,1.009634693,1.0754
buysell_within2,49468,1,1,main,15,SellerBuyer,Buyer,Low,NA,4.985671296,3.0941
buysell_within2,49468,1,1,main,16,SellerBuyer,Buyer,High,NA,1.032297273,1.5926
buysell_within2,49468,1,1,main,17,SellerBuyer,Buyer,Low,NA,4.983573495,2.0596
buysell_within2,49468,1,1,main,18,SellerBuyer,Buyer,Medium,NA,1.002571795,2.2458
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Meaning,4,4.5091
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Pleasure,1,3.062
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Temporal,1,5.0792
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Effort,11,7.4304
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Depend,9,4.377
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Physical,15,4.2789
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Frustration,21,2.3941
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Efficient,1,2.5635
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Mental,14,3.0116
buysell_within2,49468,1,1,taskload,19,SellerBuyer,NA,Low,Performance,16,6.0113
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Efficient,2,2.1439
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Depend,6,2.628
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Effort,7,2.5944
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Meaning,2,2.6448
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Pleasure,1,4.7432
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Mental,15,3.8093
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Frustration,21,2.6462
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Performance,20,3.2276
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Physical,6,2.6954
buysell_within2,49468,1,1,taskload,20,SellerBuyer,NA,Medium,Temporal,1,2.7963
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Physical,15,4.7968
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Mental,21,2.6778
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Efficient,5,6.38
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Depend,8,3.8453
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Meaning,1,2.6098
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Performance,17,3.5788
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Pleasure,1,2.3617
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Frustration,21,3.3773
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Effort,8,8.5968
buysell_within2,49468,1,1,taskload,21,SellerBuyer,NA,High,Temporal,1,3.2444
buysell_within2,49510,1,1,main,1,SellerBuyer,Seller,Low,NA,1.864197531,3.9668
buysell_within2,49510,1,1,main,2,SellerBuyer,Seller,Medium,NA,1.607407407,2.3495
buysell_within2,49510,1,1,main,3,SellerBuyer,Seller,High,NA,1,1.0327
buysell_within2,49510,1,1,main,4,SellerBuyer,Seller,Low,NA,4.150617284,3.2495
buysell_within2,49510,1,1,main,5,SellerBuyer,Seller,High,NA,1,1.5993
buysell_within2,49510,1,1,main,6,SellerBuyer,Seller,Medium,NA,2.985185185,1.3827
buysell_within2,49510,1,1,main,7,SellerBuyer,Seller,High,NA,1,0.7493
buysell_within2,49510,1,1,main,8,SellerBuyer,Seller,Medium,NA,1,2.6995
buysell_within2,49510,1,1,main,9,SellerBuyer,Seller,Low,NA,5,0.6831
buysell_within2,49510,1,1,main,10,SellerBuyer,Buyer,Medium,NA,1,2.7827
buysell_within2,49510,1,1,main,11,SellerBuyer,Buyer,Low,NA,1,1.3664
buysell_within2,49510,1,1,main,12,SellerBuyer,Buyer,High,NA,1,3.3832
buysell_within2,49510,1,1,main,13,SellerBuyer,Buyer,Medium,NA,1,2.7208
buysell_within2,49510,1,1,main,14,SellerBuyer,Buyer,High,NA,1,0.8995
buysell_within2,49510,1,1,main,15,SellerBuyer,Buyer,Low,NA,1,0.9662
buysell_within2,49510,1,1,main,16,SellerBuyer,Buyer,High,NA,1,1.6179
buysell_within2,49510,1,1,main,17,SellerBuyer,Buyer,Low,NA,1,1.1497
buysell_within2,49510,1,1,main,18,SellerBuyer,Buyer,Medium,NA,1,1.0312
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Pleasure,1,2.8792
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Temporal,11,5.7034
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Meaning,1,1.779
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Efficient,14,3.3739
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Performance,1,5.5371
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Depend,6,7.0284
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Frustration,21,2.8607
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Effort,1,2.9132
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Physical,6,2.4089
buysell_within2,49510,1,1,taskload,19,SellerBuyer,NA,Low,Mental,21,1.5132
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Effort,1,1.4578
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Pleasure,1,1.6048
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Frustration,21,2.0203
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Temporal,21,1.3835
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Physical,3,2.5904
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Efficient,21,1.4943
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Performance,1,1.5789
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Meaning,1,1.4129
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Mental,8,4.5617
buysell_within2,49510,1,1,taskload,20,SellerBuyer,NA,Medium,Depend,1,4.8633
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Depend,21,4.2148
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Temporal,21,1.3493
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Meaning,1,0.948
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Physical,13,2.0326
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Frustration,21,1.3985
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Pleasure,1,1.5466
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Effort,13,4.533
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Mental,21,1.3163
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Performance,1,2.8159
buysell_within2,49510,1,1,taskload,21,SellerBuyer,NA,High,Efficient,21,2.0133
buysell_within2,49563,1,2,main,1,BuyerSeller,Buyer,Low,NA,1,13.6371
buysell_within2,49563,1,2,main,2,BuyerSeller,Buyer,Medium,NA,2.019930556,5.6115
buysell_within2,49563,1,2,main,3,BuyerSeller,Buyer,High,NA,2.001736111,5.0285
buysell_within2,49563,1,2,main,4,BuyerSeller,Buyer,Low,NA,2.981365741,2.0284
buysell_within2,49563,1,2,main,5,BuyerSeller,Buyer,High,NA,3.0125,5.512
buysell_within2,49563,1,2,main,6,BuyerSeller,Buyer,Medium,NA,1.967175926,8.7651
buysell_within2,49563,1,2,main,7,BuyerSeller,Buyer,High,NA,1.98525463,3.2292
buysell_within2,49563,1,2,main,8,BuyerSeller,Buyer,Medium,NA,1.007847222,7.9458
buysell_within2,49563,1,2,main,9,BuyerSeller,Buyer,Low,NA,2.990439815,3.5951
buysell_within2,49563,1,2,main,10,BuyerSeller,Seller,Medium,NA,3.026898148,6.745
buysell_within2,49563,1,2,main,11,BuyerSeller,Seller,Low,NA,3.992453704,3.4796
buysell_within2,49563,1,2,main,12,BuyerSeller,Seller,High,NA,5,3.9121
buysell_within2,49563,1,2,main,13,BuyerSeller,Seller,Medium,NA,2.991180556,2.2115
buysell_within2,49563,1,2,main,14,BuyerSeller,Seller,High,NA,5,2.5126
buysell_within2,49563,1,2,main,15,BuyerSeller,Seller,Low,NA,5,4.4123
buysell_within2,49563,1,2,main,16,BuyerSeller,Seller,High,NA,3.011180556,2.5276
buysell_within2,49563,1,2,main,17,BuyerSeller,Seller,Low,NA,4.096828704,3.2971
buysell_within2,49563,1,2,main,18,BuyerSeller,Seller,Medium,NA,2.993703704,1.3439
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Pleasure,14,5.9595
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Mental,11,3.9126
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Physical,13,1.7442
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Efficient,10,1.7802
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Meaning,10,1.7787
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Frustration,12,2.0944
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Performance,11,1.1946
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Effort,10,1.463
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Depend,13,1.362
buysell_within2,49563,1,2,taskload,19,BuyerSeller,NA,Low,Temporal,8,1.3468
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Pleasure,11,2.7939
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Effort,8,1.0305
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Meaning,13,2.4623
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Mental,8,1.9783
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Depend,13,1.3109
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Frustration,11,1.244
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Physical,7,2.263
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Performance,11,2.2272
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Efficient,13,1.8953
buysell_within2,49563,1,2,taskload,20,BuyerSeller,NA,Medium,Temporal,9,1.2295
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Frustration,18,2.7113
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Efficient,15,2.9461
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Effort,13,3.5303
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Pleasure,13,1.4945
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Depend,10,1.0789
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Physical,15,1.6806
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Meaning,14,2.2463
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Temporal,13,1.946
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Performance,8,2.4463
buysell_within2,49563,1,2,taskload,21,BuyerSeller,NA,High,Mental,17,5.0283
buysell_within2,49696,1,2,main,1,BuyerSeller,Buyer,Low,NA,1,5.1778
buysell_within2,49696,1,2,main,2,BuyerSeller,Buyer,Medium,NA,2.967407407,1.2667
buysell_within2,49696,1,2,main,3,BuyerSeller,Buyer,High,NA,4.022222222,5.1931
buysell_within2,49696,1,2,main,4,BuyerSeller,Buyer,Low,NA,1.945185185,1.8492
buysell_within2,49696,1,2,main,5,BuyerSeller,Buyer,High,NA,4.76,1.5805
buysell_within2,49696,1,2,main,6,BuyerSeller,Buyer,Medium,NA,2.674074074,1.247
buysell_within2,49696,1,2,main,7,BuyerSeller,Buyer,High,NA,3.696296296,2.9305
buysell_within2,49696,1,2,main,8,BuyerSeller,Buyer,Medium,NA,2.908148148,1.8094
buysell_within2,49696,1,2,main,9,BuyerSeller,Buyer,Low,NA,1.604444444,3.973
buysell_within2,49696,1,2,main,10,BuyerSeller,Seller,Medium,NA,4.161481481,4.648
buysell_within2,49696,1,2,main,11,BuyerSeller,Seller,Low,NA,2.804444444,3.9452
buysell_within2,49696,1,2,main,12,BuyerSeller,Seller,High,NA,4.848888889,1.0458
buysell_within2,49696,1,2,main,13,BuyerSeller,Seller,Medium,NA,2.561481481,0.9971
buysell_within2,49696,1,2,main,14,BuyerSeller,Seller,High,NA,4.543703704,2.2785
buysell_within2,49696,1,2,main,15,BuyerSeller,Seller,Low,NA,2.644444444,1.7149
buysell_within2,49696,1,2,main,16,BuyerSeller,Seller,High,NA,4.164444444,4.1404
buysell_within2,49696,1,2,main,17,BuyerSeller,Seller,Low,NA,2.197037037,1.2803
buysell_within2,49696,1,2,main,18,BuyerSeller,Seller,Medium,NA,2.988148148,2.8669
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Effort,4,5.9205
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Performance,1,4.5187
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Frustration,7,4.3697
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Efficient,17,4.1802
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Temporal,9,4.4318
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Mental,7,5.26
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Pleasure,17,2.9362
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Depend,6,6.438
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Physical,8,3.749
buysell_within2,49696,1,2,taskload,19,BuyerSeller,NA,Low,Meaning,10,2.7429
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Depend,9,6.1462
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Mental,9,1.9756
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Effort,11,2.0468
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Physical,7,3.207
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Performance,4,2.8499
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Efficient,19,3.0307
buysell_within2,49696,1,2,taskload,20,BuyerSeller,NA,Medium,Frustration,9,2.8044
