experiment_name,id,gender,age,trial,condition,effort_level,rating,rt,belief_liking,belief_value
buysell_within2,49510,Female,20,9,Seller,Low,5,0.6831,No Difference,No Difference
buysell_within2,49510,Female,20,10,Buyer,Medium,1,2.7827,No Difference,No Difference
buysell_within2,49510,Female,20,11,Buyer,Low,1,1.3664,No Difference,No Difference
buysell_within2,49510,Female,20,12,Buyer,High,1,3.3832,No Difference,No Difference
buysell_within2,49510,Female,20,13,Buyer,Medium,1,2.7208,No Difference,No Difference
buysell_within2,49510,Female,20,14,Buyer,High,1,0.8995,No Difference,No Difference
buysell_within2,49510,Female,20,15,Buyer,Low,1,0.9662,No Difference,No Difference
buysell_within2,49510,Female,20,16,Buyer,High,1,1.6179,No Difference,No Difference
buysell_within2,49510,Female,20,17,Buyer,Low,1,1.1497,No Difference,No Difference
buysell_within2,49510,Female,20,18,Buyer,Medium,1,1.0312,No Difference,No Difference
buysell_within2,49563,Female,19,1,Buyer,Low,1,13.6371,Less,No Difference
buysell_within2,49563,Female,19,2,Buyer,Medium,2.019930556,5.6115,Less,No Difference
buysell_within2,49563,Female,19,3,Buyer,High,2.001736111,5.0285,Less,No Difference
buysell_within2,49563,Female,19,4,Buyer,Low,2.981365741,2.0284,Less,No Difference
buysell_within2,49563,Female,19,5,Buyer,High,3.0125,5.512,Less,No Difference
buysell_within2,49563,Female,19,6,Buyer,Medium,1.967175926,8.7651,Less,No Difference
buysell_within2,49563,Female,19,7,Buyer,High,1.98525463,3.2292,Less,No Difference
buysell_within2,49563,Female,19,8,Buyer,Medium,1.007847222,7.9458,Less,No Difference
buysell_within2,49563,Female,19,9,Buyer,Low,2.990439815,3.5951,Less,No Difference
buysell_within2,49563,Female,19,10,Seller,Medium,3.026898148,6.745,Less,No Difference
buysell_within2,49563,Female,19,11,Seller,Low,3.992453704,3.4796,Less,No Difference
buysell_within2,49563,Female,19,12,Seller,High,5,3.9121,Less,No Difference
buysell_within2,49563,Female,19,13,Seller,Medium,2.991180556,2.2115,Less,No Difference
buysell_within2,49563,Female,19,14,Seller,High,5,2.5126,Less,No Difference
buysell_within2,49563,Female,19,15,Seller,Low,5,4.4123,Less,No Difference
buysell_within2,49563,Female,19,16,Seller,High,3.011180556,2.5276,Less,No Difference
buysell_within2,49563,Female,19,17,Seller,Low,4.096828704,3.2971,Less,No Difference
buysell_within2,49563,Female,19,18,Seller,Medium,2.993703704,1.3439,Less,No Difference
buysell_within2,49696,Female,19,1,Buyer,Low,1,5.1778,No Difference,No Difference
buysell_within2,49696,Female,19,2,Buyer,Medium,2.967407407,1.2667,No Difference,No Difference
buysell_within2,49696,Female,19,3,Buyer,High,4.022222222,5.1931,No Difference,No Difference
buysell_within2,49696,Female,19,4,Buyer,Low,1.945185185,1.8492,No Difference,No Difference
buysell_within2,49696,Female,19,5,Buyer,High,4.76,1.5805,No Difference,No Difference
buysell_within2,49696,Female,19,6,Buyer,Medium,2.674074074,1.247,No Difference,No Difference
buysell_within2,49696,Female,19,7,Buyer,High,3.696296296,2.9305,No Difference,No Difference
buysell_within2,49696,Female,19,8,Buyer,Medium,2.908148148,1.8094,No Difference,No Difference
buysell_within2,49696,Female,19,9,Buyer,Low,1.604444444,3.973,No Difference,No Difference
buysell_within2,49696,Female,19,10,Seller,Medium,4.161481481,4.648,No Difference,No Difference
buysell_within2,49696,Female,19,11,Seller,Low,2.804444444,3.9452,No Difference,No Difference
buysell_within2,49696,Female,19,12,Seller,High,4.848888889,1.0458,No Difference,No Difference
buysell_within2,49696,Female,19,13,Seller,Medium,2.561481481,0.9971,No Difference,No Difference
buysell_within2,49696,Female,19,14,Seller,High,4.543703704,2.2785,No Difference,No Difference
buysell_within2,49696,Female,19,15,Seller,Low,2.644444444,1.7149,No Difference,No Difference
buysell_within2,49696,Female,19,16,Seller,High,4.164444444,4.1404,No Difference,No Difference
buysell_within2,49696,Female,19,17,Seller,Low,2.197037037,1.2803,No Difference,No Difference
buysell_within2,49696,Female,19,18,Seller,Medium,2.988148148,2.8669,No Difference,No Difference
buysell_within2,49806,Female,19,1,Buyer,Low,1.986390399,4.9216,More,More
buysell_within2,49806,Female,19,2,Buyer,Medium,1.470561594,3.97,More,More
buysell_within2,49806,Female,19,3,Buyer,High,1.658990036,2.1356,More,More
buysell_within2,49806,Female,19,4,Buyer,Low,1.41875,3.922,More,More
buysell_within2,49806,Female,19,5,Buyer,High,1.747214674,2.9526,More,More
buysell_within2,49806,Female,19,6,Buyer,Medium,1.928351449,2.7315,More,More
buysell_within2,49806,Female,19,7,Buyer,High,1.809963768,1.5461,More,More
buysell_within2,49806,Female,19,8,Buyer,Medium,2.076177536,2.7117,More,More
buysell_within2,49806,Female,19,9,Buyer,Low,1.522463768,2.1951,More,More
buysell_within2,49806,Female,19,10,Seller,Medium,2.424071558,4.0112,More,More
buysell_within2,49806,Female,19,11,Seller,Low,2.226630435,2.1119,More,More
buysell_within2,49806,Female,19,12,Seller,High,2.559646739,1.813,More,More
buysell_within2,49806,Female,19,13,Seller,Medium,2.136299819,1.6704,More,More
buysell_within2,49806,Female,19,14,Seller,High,2.363813406,1.9784,More,More
buysell_within2,49806,Female,19,15,Seller,Low,2.570561594,1.4952,More,More
buysell_within2,49806,Female,19,16,Seller,High,2.488451087,1.1644,More,More
buysell_within2,49806,Female,19,17,Seller,Low,2.605457428,1.6637,More,More
buysell_within2,49806,Female,19,18,Seller,Medium,2.452083333,2.7051,More,More
buysell_within2,49815,Female,22,1,Buyer,Low,1,16.6299,No Difference,More
buysell_within2,49815,Female,22,2,Buyer,Medium,1,4.9677,No Difference,More
buysell_within2,49815,Female,22,3,Buyer,High,1.014814777,2.1505,No Difference,More
buysell_within2,49815,Female,22,4,Buyer,Low,1.987654321,4.468,No Difference,More
buysell_within2,49815,Female,22,5,Buyer,High,1,6.7726,No Difference,More
buysell_within2,49815,Female,22,6,Buyer,Medium,1,2.471,No Difference,More
buysell_within2,49815,Female,22,7,Buyer,High,1,2.8416,No Difference,More
buysell_within2,49815,Female,22,8,Buyer,Medium,1.024691358,1.3961,No Difference,More
buysell_within2,49815,Female,22,9,Buyer,Low,3,2.8376,No Difference,More
buysell_within2,49815,Female,22,10,Seller,Medium,1.967901159,30.1247,No Difference,More
buysell_within2,49815,Female,22,11,Seller,Low,1.996010459,4.2049,No Difference,More
buysell_within2,49815,Female,22,12,Seller,High,1.996010459,2.9067,No Difference,More
buysell_within2,49815,Female,22,13,Seller,Medium,2.013780129,2.3268,No Difference,More
buysell_within2,49815,Female,22,14,Seller,High,1.986395259,4.4095,No Difference,More
buysell_within2,49815,Female,22,15,Seller,Low,1.98055325,2.6485,No Difference,More
buysell_within2,49815,Female,22,16,Seller,High,1.974711241,4.0407,No Difference,More
buysell_within2,49815,Female,22,17,Seller,Low,1.992237491,3.1926,No Difference,More
buysell_within2,49815,Female,22,18,Seller,Medium,2.01560575,17.0297,No Difference,More
buysell_within2,49877,Female,27,1,Buyer,Low,3.985507246,5.533,More,More
buysell_within2,49877,Female,27,2,Buyer,Medium,3.104347826,3.909,More,More
buysell_within2,49877,Female,27,3,Buyer,High,1.997101449,2.504,More,More
buysell_within2,49877,Female,27,4,Buyer,Low,2.91884058,2.173,More,More
buysell_within2,49877,Female,27,5,Buyer,High,3.023188406,0.834,More,More
buysell_within2,49877,Female,27,6,Buyer,Medium,3.017391304,1.469,More,More
buysell_within2,49877,Female,27,7,Buyer,High,3.075362319,1.1,More,More
buysell_within2,49877,Female,27,8,Buyer,Medium,2.762318841,0.933,More,More
buysell_within2,49877,Female,27,9,Buyer,Low,2.808695652,0.722,More,More
buysell_within2,49877,Female,27,10,Seller,Medium,2.460869565,1.117,More,More
buysell_within2,49877,Female,27,11,Seller,Low,2.831884058,0.635,More,More
buysell_within2,49877,Female,27,12,Seller,High,2.68115942,2.519,More,More
buysell_within2,49877,Female,27,13,Seller,Medium,2.895652174,0.935,More,More
buysell_within2,49877,Female,27,14,Seller,High,2.826086957,0.968,More,More
buysell_within2,49877,Female,27,15,Seller,Low,2.211594203,0.823,More,More
buysell_within2,49877,Female,27,16,Seller,High,2.739130435,0.958,More,More
buysell_within2,49877,Female,27,17,Seller,Low,2.884057971,0.951,More,More
buysell_within2,49877,Female,27,18,Seller,Medium,3.655072464,1.95,More,More
buysell_within2,49905,Female,21,1,Buyer,Low,1,10.5903,More,More
buysell_within2,49905,Female,21,2,Buyer,Medium,2.007685185,5.1695,More,More
buysell_within2,49905,Female,21,3,Buyer,High,1.002824074,3.5865,More,More
buysell_within2,49905,Female,21,4,Buyer,Low,1.083541667,2.5147,More,More
buysell_within2,49905,Female,21,5,Buyer,High,1.016064815,4.5392,More,More
buysell_within2,49905,Female,21,6,Buyer,Medium,1.026203704,0.8215,More,More
buysell_within2,49905,Female,21,7,Buyer,High,1.01599537,2.8956,More,More
buysell_within2,49905,Female,21,8,Buyer,Medium,1.178935185,0.6018,More,More
buysell_within2,49905,Female,21,9,Buyer,Low,1.003703704,0.7196,More,More
buysell_within2,49905,Female,21,10,Seller,Medium,4.883657407,4.8509,More,More
buysell_within2,49905,Female,21,11,Seller,Low,5,3.0966,More,More
buysell_within2,49905,Female,21,12,Seller,High,5,3.5297,More,More
buysell_within2,49905,Female,21,13,Seller,Medium,4.969699074,1.7698,More,More
buysell_within2,49905,Female,21,14,Seller,High,4.930023148,2.6812,More,More
buysell_within2,49905,Female,21,15,Seller,Low,5,3.1009,More,More
buysell_within2,49905,Female,21,16,Seller,High,5,0.5481,More,More
buysell_within2,49905,Female,21,17,Seller,Low,4.965162037,2.2966,More,More
buysell_within2,49905,Female,21,18,Seller,Medium,4.994884259,3.0368,More,More
buysell_within2,49949,Female,21,1,Seller,Low,2.96,51.1764,Less,More
buysell_within2,49949,Female,21,2,Seller,Medium,2.01,7.5327,Less,More
buysell_within2,49949,Female,21,3,Seller,High,4.9,5.9886,Less,More
buysell_within2,49949,Female,21,4,Seller,Low,4.006666667,3.4069,Less,More
buysell_within2,49949,Female,21,5,Seller,High,3.1,3.2056,Less,More
buysell_within2,49949,Female,21,6,Seller,Medium,2.293333333,3.4772,Less,More
buysell_within2,49949,Female,21,7,Seller,High,3.69,3.6704,Less,More
buysell_within2,49949,Female,21,8,Seller,Medium,2.486666667,2.3428,Less,More
buysell_within2,49949,Female,21,9,Seller,Low,1.61,13.3286,Less,More
buysell_within2,49949,Female,21,10,Buyer,Medium,2.606666667,5.3554,Less,More
buysell_within2,49949,Female,21,11,Buyer,Low,1.76,8.5874,Less,More
buysell_within2,49949,Female,21,12,Buyer,High,3.986666667,1306.8808,Less,More
buysell_within2,49949,Female,21,13,Buyer,Medium,3.683333333,2.8887,Less,More
buysell_within2,49949,Female,21,14,Buyer,High,2.756666667,5.6739,Less,More
buysell_within2,49949,Female,21,15,Buyer,Low,2.01,18.0549,Less,More
buysell_within2,49949,Female,21,16,Buyer,High,1.886666667,3.4349,Less,More
buysell_within2,49949,Female,21,17,Buyer,Low,1.583333333,46.4093,Less,More
buysell_within2,49949,Female,21,18,Buyer,Medium,2.4,7.5052,Less,More
buysell_within2,49958,Female,19,1,Seller,Low,1.90837963,8.2745,More,Less
buysell_within2,49958,Female,19,2,Seller,Medium,3.016597222,3.1956,More,Less
buysell_within2,49958,Female,19,3,Seller,High,4.011458333,3.2006,More,Less
buysell_within2,49958,Female,19,4,Seller,Low,3.511435185,0.8684,More,Less
buysell_within2,49958,Female,19,5,Seller,High,3.980787037,0.8797,More,Less
buysell_within2,49958,Female,19,6,Seller,Medium,1.008680556,2.3623,More,Less
buysell_within2,49958,Female,19,7,Seller,High,3.955092593,5.368,More,Less
buysell_within2,49958,Female,19,8,Seller,Medium,4.089652778,1.231,More,Less
buysell_within2,49958,Female,19,9,Seller,Low,2.007384259,2.3726,More,Less
buysell_within2,49958,Female,19,10,Buyer,Medium,2.631365741,5.3515,More,Less
buysell_within2,49958,Female,19,11,Buyer,Low,3.973148148,0.6353,More,Less
buysell_within2,49958,Female,19,12,Buyer,High,3.470347222,2.3785,More,Less
buysell_within2,49958,Female,19,13,Buyer,Medium,3.043888889,1.1445,More,Less
buysell_within2,49958,Female,19,14,Buyer,High,2.16375,0.8814,More,Less
buysell_within2,49958,Female,19,15,Buyer,Low,3.987523148,0.5794,More,Less
buysell_within2,49958,Female,19,16,Buyer,High,2.010185185,2.1613,More,Less
buysell_within2,49958,Female,19,17,Buyer,Low,4.994675926,0.7458,More,Less
buysell_within2,49958,Female,19,18,Buyer,Medium,3.058240741,0.7793,More,Less
buysell_within2,50013,Female,21,1,Seller,Low,2.977581522,3.8402,No Difference,More
buysell_within2,50013,Female,21,2,Seller,Medium,3.998980978,3.0032,No Difference,More
buysell_within2,50013,Female,21,3,Seller,High,1.982586051,3.5579,No Difference,More
buysell_within2,50013,Female,21,4,Seller,Low,1.586865942,3.5782,No Difference,More
buysell_within2,50013,Female,21,5,Seller,High,2.464039855,3.9528,No Difference,More
buysell_within2,50013,Female,21,6,Seller,Medium,2.350294384,2.2037,No Difference,More
buysell_within2,50013,Female,21,7,Seller,High,1.956770833,2.3964,No Difference,More
buysell_within2,50013,Female,21,8,Seller,Medium,1.667527174,3.4804,No Difference,More
buysell_within2,50013,Female,21,9,Seller,Low,1.381974638,2.3473,No Difference,More
buysell_within2,50013,Female,21,10,Buyer,Medium,1.996467391,3.2548,No Difference,More
buysell_within2,50013,Female,21,11,Buyer,Low,1.696761775,3.4793,No Difference,More
buysell_within2,50013,Female,21,12,Buyer,High,1.723686594,19.3525,No Difference,More
buysell_within2,50013,Female,21,13,Buyer,Medium,1.584216486,6.1355,No Difference,More
buysell_within2,50013,Female,21,14,Buyer,High,1.717346014,10.2837,No Difference,More
buysell_within2,50013,Female,21,15,Buyer,Low,1.732269022,2.4908,No Difference,More
buysell_within2,50013,Female,21,16,Buyer,High,1.808899457,2.6933,No Difference,More
buysell_within2,50013,Female,21,17,Buyer,Low,1.710439312,2.5632,No Difference,More
buysell_within2,50013,Female,21,18,Buyer,Medium,1.667527174,1.7249,No Difference,More
buysell_within2,50110,Female,21,1,Seller,Low,4.023919753,5.0069,No Difference,More
buysell_within2,50110,Female,21,2,Seller,Medium,5,1.3127,No Difference,More
buysell_within2,50110,Female,21,3,Seller,High,5,39.389,No Difference,More
buysell_within2,50110,Female,21,4,Seller,Low,1.046704131,1.6537,No Difference,More
buysell_within2,50110,Female,21,5,Seller,High,4.002126367,7.0441,No Difference,More
buysell_within2,50110,Female,21,6,Seller,Medium,3.977470636,1.4352,No Difference,More
buysell_within2,50110,Female,21,7,Seller,High,4.992178007,2.0106,No Difference,More
buysell_within2,50110,Female,21,8,Seller,Medium,5,0.7638,No Difference,More
buysell_within2,50110,Female,21,9,Seller,Low,1.029035034,0.6852,No Difference,More
buysell_within2,50110,Female,21,10,Buyer,Medium,1.07095484,1.2844,No Difference,More
buysell_within2,50110,Female,21,11,Buyer,Low,1,3.8946,No Difference,More
buysell_within2,50110,Female,21,12,Buyer,High,1.009568651,0.8705,No Difference,More
buysell_within2,50110,Female,21,13,Buyer,Medium,1.076979546,1.6355,No Difference,More
buysell_within2,50110,Female,21,14,Buyer,High,1.051513771,0.6381,No Difference,More
buysell_within2,50110,Female,21,15,Buyer,Low,1,1.604,No Difference,More
buysell_within2,50110,Female,21,16,Buyer,High,1,2.3734,No Difference,More
buysell_within2,50110,Female,21,17,Buyer,Low,1.021111786,1.065,No Difference,More
buysell_within2,50110,Female,21,18,Buyer,Medium,1,0.9647,No Difference,More
buysell_within2,50129,Male,21,1,Seller,Low,5,3.8605,More,More
buysell_within2,50129,Male,21,2,Seller,Medium,5,1.4981,More,More
buysell_within2,50129,Male,21,3,Seller,High,5,1.9997,More,More
buysell_within2,50129,Male,21,4,Seller,Low,1,1.7025,More,More
buysell_within2,50129,Male,21,5,Seller,High,4.837037037,4.9562,More,More
buysell_within2,50129,Male,21,6,Seller,Medium,3.992592593,102.5286,More,More
buysell_within2,50129,Male,21,7,Seller,High,4.72345679,79.1242,More,More
buysell_within2,50129,Male,21,8,Seller,Medium,1.834567901,3.9858,More,More
buysell_within2,50129,Male,21,9,Seller,Low,1.014814815,3.2914,More,More
buysell_within2,50129,Male,21,10,Buyer,Medium,2.496296296,6.2554,More,More
buysell_within2,50129,Male,21,11,Buyer,Low,1,1.2616,More,More
buysell_within2,50129,Male,21,12,Buyer,High,3.439506173,1.9198,More,More
buysell_within2,50129,Male,21,13,Buyer,Medium,2.007407407,1.9841,More,More
buysell_within2,50129,Male,21,14,Buyer,High,4.04691358,4.1182,More,More
buysell_within2,50129,Male,21,15,Buyer,Low,1,0.8049,More,More
buysell_within2,50129,Male,21,16,Buyer,High,3.133333333,7.7623,More,More
buysell_within2,50129,Male,21,17,Buyer,Low,1.27654321,1.5848,More,More
buysell_within2,50129,Male,21,18,Buyer,Medium,2.402469136,3.3394,More,More
buysell_within2,50230,Male,20,1,Seller,Low,1.969657389,7.4376,More,Less
buysell_within2,50230,Male,20,2,Seller,Medium,3.059514218,2.6979,More,Less
buysell_within2,50230,Male,20,3,Seller,High,3.886865816,7.6402,More,Less
buysell_within2,50230,Male,20,4,Seller,Low,3.26989717,9.4942,More,Less
buysell_within2,50230,Male,20,5,Seller,High,3.038909331,2.8863,More,Less
buysell_within2,50230,Male,20,6,Seller,Medium,2.040076846,1.6656,More,Less
buysell_within2,50230,Male,20,7,Seller,High,3.041936965,3.1633,More,Less
buysell_within2,50230,Male,20,8,Seller,Medium,2.287910679,1.6437,More,Less
buysell_within2,50230,Male,20,9,Seller,Low,1.720261347,1.1258,More,Less
buysell_within2,50230,Male,20,10,Buyer,Medium,2.490354411,6.3353,More,Less
buysell_within2,50230,Male,20,11,Buyer,Low,1.968810163,1.8066,More,Less
buysell_within2,50230,Male,20,12,Buyer,High,5,0.9772,More,Less
buysell_within2,50230,Male,20,13,Buyer,Medium,2.815063477,1.6872,More,Less
buysell_within2,50230,Male,20,14,Buyer,High,4.075131952,1.3551,More,Less
buysell_within2,50230,Male,20,15,Buyer,Low,1.82696882,6.0574,More,Less
buysell_within2,50230,Male,20,16,Buyer,High,3.949881417,4.2533,More,Less
buysell_within2,50230,Male,20,17,Buyer,Low,1.090393648,3.5182,More,Less
buysell_within2,50230,Male,20,18,Buyer,Medium,2.797157506,4.3783,More,Less
buysell_within2,50262,Female,19,1,Seller,Low,1,12.3688,Less,More
buysell_within2,50262,Female,19,2,Seller,Medium,1.980253623,3.8685,Less,More
buysell_within2,50262,Female,19,3,Seller,High,1,3.872,Less,More
buysell_within2,50262,Female,19,4,Seller,Low,2.967685688,2.0862,Less,More
buysell_within2,50262,Female,19,5,Seller,High,3.451585145,6.9203,Less,More
buysell_within2,50262,Female,19,6,Seller,Medium,4.024343297,3.1347,Less,More
buysell_within2,50262,Female,19,7,Seller,High,1.505457428,3.4196,Less,More
buysell_within2,50262,Female,19,8,Seller,Medium,3.577105978,2.345,Less,More
buysell_within2,50262,Female,19,9,Seller,Low,3.555887681,3.7905,Less,More
buysell_within2,50262,Female,19,10,Buyer,Medium,3.033899457,6.1019,Less,More
buysell_within2,50262,Female,19,11,Buyer,Low,1,1.4031,Less,More
buysell_within2,50262,Female,19,12,Buyer,High,1.530389493,4.9026,Less,More
buysell_within2,50262,Female,19,13,Buyer,Medium,3.550249094,6.1274,Less,More
buysell_within2,50262,Female,19,14,Buyer,High,2.353487319,2.638,Less,More
buysell_within2,50262,Female,19,15,Buyer,Low,5,2.102,Less,More
buysell_within2,50262,Female,19,16,Buyer,High,1.741983696,3.8124,Less,More
buysell_within2,50262,Female,19,17,Buyer,Low,3.397418478,2.3368,Less,More
buysell_within2,50262,Female,19,18,Buyer,Medium,4.014243659,2.6944,Less,More
buysell_within2,50265,Female,19,1,Seller,Low,2.046342593,5.7221,Less,No Difference
buysell_within2,50265,Female,19,2,Seller,Medium,3.006689815,4.9121,Less,No Difference
buysell_within2,50265,Female,19,3,Seller,High,4.018055556,2.8824,Less,No Difference
buysell_within2,50265,Female,19,4,Seller,Low,5,3.5854,Less,No Difference
buysell_within2,50265,Female,19,5,Seller,High,2.985231481,5.112,Less,No Difference
buysell_within2,50265,Female,19,6,Seller,Medium,1,2.7758,Less,No Difference
buysell_within2,50265,Female,19,7,Seller,High,1.980416667,3.3139,Less,No Difference
buysell_within2,50265,Female,19,8,Seller,Medium,4.003912037,5.4161,Less,No Difference
buysell_within2,50265,Female,19,9,Seller,Low,2.981435185,3.2659,Less,No Difference
buysell_within2,50265,Female,19,10,Buyer,Medium,1.999699074,5.353,Less,No Difference
buysell_within2,50265,Female,19,11,Buyer,Low,4.038217593,2.4306,Less,No Difference
buysell_within2,50265,Female,19,12,Buyer,High,2.019675926,3.4336,Less,No Difference
buysell_within2,50265,Female,19,13,Buyer,Medium,4.573310185,4.4326,Less,No Difference
buysell_within2,50265,Female,19,14,Buyer,High,2.953888889,5.8792,Less,No Difference
buysell_within2,50265,Female,19,15,Buyer,Low,2.043402778,4.3781,Less,No Difference
buysell_within2,50265,Female,19,16,Buyer,High,5,6.2623,Less,No Difference
buysell_within2,50265,Female,19,17,Buyer,Low,5,2.0008,Less,No Difference
buysell_within2,50265,Female,19,18,Buyer,Medium,4.072523148,2.9207,Less,No Difference
buysell_within2,50319,Female,19,1,Buyer,Low,2.093070984,6.5656,Less,More
buysell_within2,50319,Female,19,2,Buyer,Medium,2.963776482,2.0709,Less,More
buysell_within2,50319,Female,19,3,Buyer,High,3.496933407,5.2878,Less,More
buysell_within2,50319,Female,19,4,Buyer,Low,3.004467858,8.5951,Less,More
buysell_within2,50319,Female,19,5,Buyer,High,3.00024075,40.0336,Less,More
buysell_within2,50319,Female,19,6,Buyer,Medium,2.803449419,3.5529,Less,More
buysell_within2,50319,Female,19,7,Buyer,High,2.144970788,1.8535,Less,More
buysell_within2,50319,Female,19,8,Buyer,Medium,4.569455889,1.4236,Less,More
buysell_within2,50319,Female,19,9,Buyer,Low,5,1.5917,Less,More
buysell_within2,50319,Female,19,10,Seller,Medium,3.501987457,2.8684,Less,More
buysell_within2,50319,Female,19,11,Seller,Low,5,1.8104,Less,More
buysell_within2,50319,Female,19,12,Seller,High,2.274634043,5.1697,Less,More
buysell_within2,50319,Female,19,13,Seller,Medium,3.308295356,2.7599,Less,More
buysell_within2,50319,Female,19,14,Seller,High,1.589180417,1.7546,Less,More
buysell_within2,50319,Female,19,15,Seller,Low,4.073209127,2.6206,Less,More
buysell_within2,50319,Female,19,16,Seller,High,1.916217804,4.2718,Less,More
buysell_within2,50319,Female,19,17,Seller,Low,2.062326219,2.5424,Less,More
buysell_within2,50319,Female,19,18,Seller,Medium,3.426587423,1.9044,Less,More
buysell_within2,50338,Female,22,1,Seller,Low,2.021944444,4.734,More,More
buysell_within2,50338,Female,22,2,Seller,Medium,2.968611111,3.0447,More,More
buysell_within2,50338,Female,22,3,Seller,High,3.500046296,4.998,More,More
buysell_within2,50338,Female,22,4,Seller,Low,2.704768519,2.1795,More,More
buysell_within2,50338,Female,22,5,Seller,High,3.384351852,3.3107,More,More
buysell_within2,50338,Female,22,6,Seller,Medium,2.632106481,3.4438,More,More
buysell_within2,50338,Female,22,7,Seller,High,3.898125,6.2942,More,More
buysell_within2,50338,Female,22,8,Seller,Medium,3.807731481,6.7956,More,More
buysell_within2,50338,Female,22,9,Seller,Low,3.353240741,2.5075,More,More
buysell_within2,50338,Female,22,10,Buyer,Medium,4.032314815,4.4099,More,More
buysell_within2,50338,Female,22,11,Buyer,Low,2.433796296,2.9795,More,More
buysell_within2,50338,Female,22,12,Buyer,High,2.354606481,3.1114,More,More
buysell_within2,50338,Female,22,13,Buyer,Medium,3.676967593,4.7255,More,More
buysell_within2,50338,Female,22,14,Buyer,High,2.431875,2.6944,More,More
buysell_within2,50338,Female,22,15,Buyer,Low,3.514699074,2.9102,More,More
buysell_within2,50338,Female,22,16,Buyer,High,3.740949074,1.6439,More,More
buysell_within2,50338,Female,22,17,Buyer,Low,3.209282407,2.3959,More,More
buysell_within2,50338,Female,22,18,Buyer,Medium,2.577013889,6.7113,More,More
buysell_within2,50359,Female,22,1,Seller,Low,2.030830613,5.845,Less,More
buysell_within2,50359,Female,22,2,Seller,Medium,2.947769314,3.459,Less,More
buysell_within2,50359,Female,22,3,Seller,High,1.996010156,4.702,Less,More
buysell_within2,50359,Female,22,4,Seller,Low,1.961189699,2.282,Less,More
buysell_within2,50359,Female,22,5,Seller,High,3.992383025,1.654,Less,More
buysell_within2,50359,Female,22,6,Seller,Medium,2.988393181,1.936,Less,More
buysell_within2,50359,Female,22,7,Seller,High,3.980776206,1.761,Less,More
buysell_within2,50359,Female,22,8,Seller,Medium,3.969169387,3.074,Less,More
buysell_within2,50359,Female,22,9,Seller,Low,2.988393181,2.007,Less,More
buysell_within2,50359,Female,22,10,Buyer,Medium,1.026840769,9.176,Less,More
buysell_within2,50359,Female,22,11,Buyer,Low,1,1.841,Less,More
buysell_within2,50359,Female,22,12,Buyer,High,1.01523395,4.049,Less,More
buysell_within2,50359,Female,22,13,Buyer,Medium,1,1.989,Less,More
buysell_within2,50359,Female,22,14,Buyer,High,4.996372869,1.29,Less,More
buysell_within2,50359,Female,22,15,Buyer,Low,4.98476605,2.739,Less,More
buysell_within2,50359,Female,22,16,Buyer,High,4.021400073,1.856,Less,More
buysell_within2,50359,Female,22,17,Buyer,Low,3.992383025,1.904,Less,More
buysell_within2,50359,Female,22,18,Buyer,Medium,4.038810301,1.771,Less,More
buysell_within2,50531,Female,20,1,Seller,Low,1,17.9714,More,No Difference
buysell_within2,50531,Female,20,2,Seller,Medium,2.088287037,3.0934,More,No Difference
buysell_within2,50531,Female,20,3,Seller,High,5,2.4002,More,No Difference
buysell_within2,50531,Female,20,4,Seller,Low,2.958101852,4.2277,More,No Difference
buysell_within2,50531,Female,20,5,Seller,High,1.0375,2.0944,More,No Difference
buysell_within2,50531,Female,20,6,Seller,Medium,4.032013889,4.5765,More,No Difference
buysell_within2,50531,Female,20,7,Seller,High,1,1.6245,More,No Difference
buysell_within2,50531,Female,20,8,Seller,Medium,2.980833333,3.4014,More,No Difference
buysell_within2,50531,Female,20,9,Seller,Low,3.972175926,2.7692,More,No Difference
buysell_within2,50531,Female,20,10,Buyer,Medium,2.911342593,4.7114,More,No Difference
buysell_within2,50531,Female,20,11,Buyer,Low,4.909027778,2.4457,More,No Difference
buysell_within2,50531,Female,20,12,Buyer,High,1,1.955,More,No Difference
buysell_within2,50531,Female,20,13,Buyer,Medium,5,4.0422,More,No Difference
buysell_within2,50531,Female,20,14,Buyer,High,1.49587963,6.0225,More,No Difference
buysell_within2,50531,Female,20,15,Buyer,Low,5,3.2764,More,No Difference
buysell_within2,50531,Female,20,16,Buyer,High,1.355856481,4.453,More,No Difference
buysell_within2,50531,Female,20,17,Buyer,Low,4.070138889,1.9372,More,No Difference
buysell_within2,50531,Female,20,18,Buyer,Medium,3.997916667,2.6566,More,No Difference
buysell_within2,50564,Female,24,1,Seller,Low,4.015020616,7.4983,More,More
buysell_within2,50564,Female,24,2,Seller,Medium,2.023226635,3.3883,More,More
buysell_within2,50564,Female,24,3,Seller,High,2.491749132,4.453,More,More
buysell_within2,50564,Female,24,4,Seller,Low,2.996533203,6.1094,More,More
buysell_within2,50564,Female,24,5,Seller,High,4.985015914,1.9394,More,More
buysell_within2,50564,Female,24,6,Seller,Medium,4.035653212,3.6365,More,More
buysell_within2,50564,Female,24,7,Seller,High,4.616346933,3.2072,More,More
buysell_within2,50564,Female,24,8,Seller,Medium,3.877640697,2.0061,More,More
buysell_within2,50564,Female,24,9,Seller,Low,3.520684317,0.9947,More,More
buysell_within2,50564,Female,24,10,Buyer,Medium,2.902763672,9.9358,More,More
buysell_within2,50564,Female,24,11,Buyer,Low,3.003992694,1.6063,More,More
