experiment_name,id,effort_level,component,rating,rt,profile,score_diff,score_weighted,score_slope
ratingclicks_within,43824,Medium,Temporal,6,9.4784,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,Medium,Depend,11,5.9539,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,Medium,Mental,3,2.5803,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,Medium,Efficient,7,5.5887,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Meaning,4,5.6701,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Temporal,4,1.8776,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Physical,4,2.5284,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Effort,15,5.2279,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Frustration,19,1.9063,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Mental,6,1.6962,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Performance,7,9.2241,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Pleasure,4,5.0446,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Efficient,3,4.5112,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43824,High,Depend,13,5.1108,Increasing,9,4.5,4.500000000000001
ratingclicks_within,43867,Low,Meaning,7,5.5108,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Efficient,7,3.1161,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Physical,8,3.3166,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Depend,15,5.602,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Performance,8,4.2363,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Frustration,16,3.7056,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Mental,11,2.7246,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Pleasure,8,2.2291,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Effort,13,4.7225,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Low,Temporal,4,4.5795,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Efficient,7,2.2722,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Mental,7,0.4377,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Pleasure,8,0.6304,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Physical,8,0.5031,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Depend,10,0.4513,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Performance,11,1.3034,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Effort,9,0.8369,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Temporal,9,1.1178,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Frustration,9,0.4374,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,Medium,Meaning,10,0.6365,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Effort,8,1.1381,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Efficient,8,0.3128,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Temporal,8,0.2482,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Performance,8,0.2137,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Meaning,8,0.1909,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Physical,9,0.1886,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Mental,9,0.1728,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Depend,9,0.3483,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Pleasure,8,0.2133,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43867,High,Frustration,9,0.1257,Decreasing,-5,-2.5,-2.5000000000000004
ratingclicks_within,43989,Low,Efficient,17,4.092,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Pleasure,17,1.87,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Depend,17,1.818,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Frustration,11,6.184,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Mental,12,5.054,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Effort,7,4.132,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Temporal,17,4.668,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Physical,15,1.481,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Performance,7,1.656,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Low,Meaning,12,1.2,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Efficient,3,2.164,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Meaning,1,6.223,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Frustration,21,2.352,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Pleasure,2,3.621,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Performance,7,2.686,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Temporal,15,3.07,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Mental,15,2.524,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Depend,19,1.453,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Effort,14,1.965,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,Medium,Physical,17,1.019,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Mental,17,2.018,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Efficient,1,1.623,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Temporal,21,2.853,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Meaning,1,1.649,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Depend,21,5.499,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Performance,7,4.966,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Frustration,21,1.467,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Physical,21,1.518,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Pleasure,1,1.399,Increasing,14,7,7.000000000000002
ratingclicks_within,43989,High,Effort,21,3.72,Increasing,14,7,7.000000000000002
ratingclicks_within,44074,Low,Effort,5,5.3576,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Mental,4,3.4864,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Depend,5,4.5883,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Meaning,6,3.1227,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Pleasure,7,4.1157,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Physical,5,2.1506,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Temporal,6,3.0927,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Frustration,8,4.1444,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Efficient,15,2.5113,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Low,Performance,3,3.3528,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Frustration,8,2.2546,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Physical,13,1.9605,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Meaning,10,3.0012,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Effort,15,1.8342,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Depend,16,2.6785,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Temporal,9,4.4098,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Performance,2,1.9987,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Pleasure,6,2.4697,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Mental,13,1.9279,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,Medium,Efficient,9,2.0106,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Effort,16,1.7702,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Pleasure,8,1.621,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Frustration,13,2.4994,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Performance,2,2.3733,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Depend,14,1.9268,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Temporal,9,1.8895,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Physical,16,1.7704,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Mental,15,1.5359,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Meaning,9,3.1358,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44074,High,Efficient,12,2.2496,Increasing,11,5.5,5.500000000000002
ratingclicks_within,44270,Low,Temporal,18,7.913,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Efficient,17,8.163,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Performance,1,5.89,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Pleasure,17,6.605,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Depend,18,22.122,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Physical,16,5.248,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Mental,10,7.228,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Frustration,11,5.494,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Meaning,11,4.102,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Low,Effort,15,14.083,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Meaning,8,7.938,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Mental,4,8.447,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Efficient,18,3.075,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Physical,16,8.392,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Pleasure,13,20.811,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Frustration,10,4.945,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Temporal,15,4.96,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Depend,16,47.915,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Effort,10,5.974,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,Medium,Performance,4,6.135,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Pleasure,17,4.952,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Meaning,11,4.059,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Physical,17,3.145,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Mental,4,4.466,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Effort,17,7.905,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Performance,3,5.593,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Temporal,18,3.446,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Depend,16,20.637,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Efficient,18,2.508,Mixed,2,1,0.9999999999999978
ratingclicks_within,44270,High,Frustration,7,9.621,Mixed,2,1,0.9999999999999978
ratingclicks_within,44571,Low,Performance,1,4.985,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Efficient,1,3.186,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Pleasure,1,2.251,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Frustration,21,4.902,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Physical,16,2.303,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Depend,16,5.451,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Mental,16,2.67,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Temporal,1,5.322,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Meaning,1,3.97,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Low,Effort,14,4.951,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Meaning,2,2.1,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Frustration,21,3.9,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Pleasure,20,3.936,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Depend,9,2.584,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Performance,11,2.537,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Mental,9,1.436,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Temporal,3,2.719,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Effort,19,2.018,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Physical,16,1.67,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,Medium,Efficient,1,1.903,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Temporal,6,2.203,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Depend,7,0.954,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Frustration,7,0.738,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Effort,19,1.57,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Meaning,1,1.52,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Pleasure,2,2.284,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Efficient,3,6.303,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Performance,14,2.051,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Mental,20,1.385,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44571,High,Physical,21,1.2,Increasing,5,2.5,2.500000000000002
ratingclicks_within,44805,Low,Efficient,21,4.3977,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Pleasure,19,3.1981,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Effort,3,5.8136,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Temporal,20,3.3817,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Meaning,14,3.53,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Mental,3,2.749,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Performance,1,3.9131,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Frustration,18,7.5624,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Physical,3,2.0646,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Low,Depend,19,4.7308,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Pleasure,7,3.4532,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Frustration,21,2.603,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Meaning,8,3.6816,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Efficient,8,2.8645,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Performance,6,4.9321,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Temporal,6,3.7986,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Mental,16,3.3652,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Physical,11,2.6966,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Effort,18,3.5323,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,Medium,Depend,21,5.8299,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Depend,21,5.1149,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Mental,20,2.0375,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Physical,15,3.5825,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Temporal,2,3.1674,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Effort,15,3.4316,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Frustration,21,2.4815,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Efficient,7,5.2966,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Pleasure,1,1.8797,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Meaning,4,1.799,Mixed,12,6,5.999999999999999
ratingclicks_within,44805,High,Performance,5,3.7475,Mixed,12,6,5.999999999999999
ratingclicks_within,44813,Low,Meaning,2,4.3792,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Performance,12,2.9182,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Mental,15,1.6854,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Frustration,18,1.8798,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Effort,5,1.9863,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Depend,16,2.4128,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Efficient,9,0.9131,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Pleasure,4,1.3638,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Temporal,16,2.1313,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Low,Physical,9,1.311,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Efficient,5,1.9437,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Mental,7,0.4686,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Meaning,9,0.3516,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Performance,11,0.4141,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Effort,4,0.5019,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Temporal,14,1.6178,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Frustration,14,0.8303,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Depend,9,0.6636,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Physical,10,1.3195,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,Medium,Pleasure,6,1.901,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Frustration,12,1.3663,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Mental,16,1.7521,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Meaning,9,0.5798,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Depend,15,0.3614,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Temporal,6,0.3456,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Effort,14,0.414,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Pleasure,11,0.4306,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Performance,9,0.5291,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Physical,7,0.647,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44813,High,Efficient,7,0.4459,Mixed,9,4.5,4.500000000000002
ratingclicks_within,44977,Low,Efficient,15,3.6128,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Physical,15,4.332,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Pleasure,12,5.7379,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Performance,1,5.5428,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Mental,21,4.4078,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Effort,9,4.2358,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Depend,17,6.953,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Temporal,10,3.2071,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Frustration,18,3.1477,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Low,Meaning,6,2.9973,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Physical,13,2.6407,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Frustration,21,2.9815,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Efficient,8,2.5389,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Depend,19,3.5077,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Meaning,2,1.7654,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Mental,20,2.6108,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Effort,17,3.5414,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Performance,1,2.731,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Pleasure,1,2.0018,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,Medium,Temporal,2,5.7158,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Efficient,2,2.5963,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Depend,21,2.5646,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Performance,4,2.0831,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Temporal,17,1.8047,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Pleasure,1,1.9854,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Effort,21,3.9449,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Meaning,2,2.0947,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Frustration,21,2.1063,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Physical,21,1.8244,Increasing,12,6,5.999999999999996
ratingclicks_within,44977,High,Mental,21,2.2204,Increasing,12,6,5.999999999999996
ratingclicks_within,45000,Low,Pleasure,6,3.327,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Mental,12,4.1466,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Effort,12,2.7962,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Meaning,1,2.7288,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Frustration,12,5.0628,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Performance,1,2.7289,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Temporal,5,6.3766,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Physical,10,2.5132,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Depend,5,5.9442,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Low,Efficient,10,2.962,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Performance,1,2.1433,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Pleasure,5,3.3622,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Effort,11,2.9611,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Physical,8,2.3437,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Depend,13,5.296,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Temporal,11,2.5301,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Meaning,1,1.7287,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Frustration,8,2.0108,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Mental,7,2.2955,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,Medium,Efficient,13,2.5779,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Pleasure,6,33.1452,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Meaning,1,1.7964,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Frustration,3,2.0772,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Depend,6,4.694,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Efficient,5,5.2611,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Effort,13,6.6601,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Physical,13,3.7452,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Performance,1,2.979,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Temporal,6,2.4112,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45000,High,Mental,11,2.1932,Mixed,1,0.5,0.4999999999999989
ratingclicks_within,45027,Low,Temporal,18,11.966,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Physical,7,7.0018,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Performance,1,3.4517,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Meaning,5,3.773,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Mental,1,3.8733,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Depend,19,9.3063,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Frustration,15,5.1362,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Efficient,18,3.0005,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Effort,8,2.8503,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Low,Pleasure,5,2.1499,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Temporal,9,9.2216,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Meaning,5,3.5368,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Pleasure,2,2.7299,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Efficient,5,1.6819,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Frustration,19,2.8628,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Physical,12,3.093,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Effort,14,4.3128,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Performance,1,4.7226,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Depend,16,5.7079,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,Medium,Mental,5,6.5924,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,High,Effort,16,130.5032,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,High,Frustration,20,3.7041,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,High,Efficient,17,7.1234,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,High,Performance,1,9.3279,Increasing,8,4,3.9999999999999987
ratingclicks_within,45027,High,Mental,4,3.0212,Increasing,8,4,3.9999999999999987
