experiment_name,experiment_id,id,condition,trial,effort_level,effort_steps,effort_ans,steps_correct,scale_type,rating,rt,gender,age,nasa_tlx
effortobserve,2349,34331,Liking,4,Low,30,30,1,Liking,3.720987654,1.057,Female,21,161
effortobserve,2349,34331,Liking,5,High,270,270,1,Liking,3.409876543,1.088,Female,21,161
effortobserve,2349,34331,Liking,6,Medium,100,100,1,Liking,4.461728395,1.441,Female,21,161
effortobserve,2349,34331,Liking,7,High,270,270,1,Liking,3.024691358,1.106,Female,21,161
effortobserve,2349,34331,Liking,8,Medium,100,100,1,Liking,4.935802469,0.939,Female,21,161
effortobserve,2349,34331,Liking,9,Low,30,30,1,Liking,3.997530864,0.873,Female,21,161
effortobserve,2349,34331,Liking,10,Medium,100,100,1,Liking,3.666666667,1.742,Female,21,161
effortobserve,2349,34331,Liking,11,Low,30,30,1,Liking,4.362962963,1.954,Female,21,161
effortobserve,2349,34331,Liking,12,High,270,270,1,Liking,4.555555556,1.007,Female,21,161
effortobserve,2349,34331,Liking,13,Medium,100,100,1,Liking,4.279012346,0.923,Female,21,161
effortobserve,2349,34331,Liking,14,High,270,270,1,Liking,4.081481481,0.856,Female,21,161
effortobserve,2349,34331,Liking,15,Low,30,30,1,Liking,4.04691358,1.207,Female,21,161
effortobserve,2349,34331,Liking,16,High,270,270,1,Liking,3.222222222,1.073,Female,21,161
effortobserve,2349,34331,Liking,17,Low,30,30,1,Liking,4.97037037,1.072,Female,21,161
effortobserve,2349,34331,Liking,18,Medium,100,100,1,Liking,3.987654321,0.79,Female,21,161
effortobserve,2349,34396,Liking,1,Low,30,30,1,Liking,4.923101852,3.8124,Female,21,62
effortobserve,2349,34396,Liking,2,Medium,100,100,1,Liking,4.98375,4.3237,Female,21,62
effortobserve,2349,34396,Liking,3,High,270,270,1,Liking,2.875347222,3.8196,Female,21,62
effortobserve,2349,34396,Liking,4,Low,30,30,1,Liking,4.016365741,2.8745,Female,21,62
effortobserve,2349,34396,Liking,5,High,270,270,1,Liking,4.963935185,1.6239,Female,21,62
effortobserve,2349,34396,Liking,6,Medium,100,100,1,Liking,3.023634259,1.4262,Female,21,62
effortobserve,2349,34396,Liking,7,High,270,270,1,Liking,1.991782407,3.3817,Female,21,62
effortobserve,2349,34396,Liking,8,Medium,100,100,1,Liking,2.02599537,1.8231,Female,21,62
effortobserve,2349,34396,Liking,9,Low,30,30,1,Liking,3.971087963,2.888,Female,21,62
effortobserve,2349,34396,Liking,10,Medium,100,100,1,Liking,3.011388889,2.3079,Female,21,62
effortobserve,2349,34396,Liking,11,Low,30,30,1,Liking,1.665555556,4.7558,Female,21,62
effortobserve,2349,34396,Liking,12,High,270,270,1,Liking,3.592546296,1.859,Female,21,62
effortobserve,2349,34396,Liking,13,Medium,100,100,1,Liking,3.515717593,1.3401,Female,21,62
effortobserve,2349,34396,Liking,14,High,270,270,1,Liking,2.51525463,2.0737,Female,21,62
effortobserve,2349,34396,Liking,15,Low,30,30,1,Liking,1.281319444,0.9226,Female,21,62
effortobserve,2349,34396,Liking,16,High,270,270,1,Liking,1.754907407,1.4288,Female,21,62
effortobserve,2349,34396,Liking,17,Low,30,30,1,Liking,4.239467593,0.8186,Female,21,62
effortobserve,2349,34396,Liking,18,Medium,100,100,1,Liking,4.564328704,0.6862,Female,21,62
effortobserve,2349,34447,Value,1,Low,30,30,1,Value,1.006666667,7.6628,Female,20,166
effortobserve,2349,34447,Value,2,Medium,100,100,1,Value,1.116736111,4.8971,Female,20,166
effortobserve,2349,34447,Value,3,High,270,270,1,Value,2.724861111,2.3509,Female,20,166
effortobserve,2349,34447,Value,4,Low,30,30,1,Value,1.929467593,2.0319,Female,20,166
effortobserve,2349,34447,Value,5,High,270,270,1,Value,2.738587963,0.9649,Female,20,166
effortobserve,2349,34447,Value,6,Medium,100,100,1,Value,1.129236111,1.962,Female,20,166
effortobserve,2349,34447,Value,7,High,270,270,1,Value,1.085277778,5.316,Female,20,166
effortobserve,2349,34447,Value,8,Medium,100,100,1,Value,1.754097222,2.3646,Female,20,166
effortobserve,2349,34447,Value,9,Low,30,30,1,Value,2.99625,2.0489,Female,20,166
effortobserve,2349,34447,Value,10,Medium,100,30,0,Value,1.161527778,0.8396,Female,20,166
effortobserve,2349,34447,Value,11,Low,30,30,1,Value,3.297847222,0.5654,Female,20,166
effortobserve,2349,34447,Value,12,High,270,270,1,Value,2.360763889,1.6614,Female,20,166
effortobserve,2349,34447,Value,13,Medium,100,100,1,Value,2.496782407,1.7846,Female,20,166
effortobserve,2349,34447,Value,14,High,270,270,1,Value,2.538449074,1.2624,Female,20,166
effortobserve,2349,34447,Value,15,Low,30,30,1,Value,2.671041667,1.7606,Female,20,166
effortobserve,2349,34447,Value,16,High,270,270,1,Value,2.724074074,1.2406,Female,20,166
effortobserve,2349,34447,Value,17,Low,30,30,1,Value,2.795208333,1.3242,Female,20,166
effortobserve,2349,34447,Value,18,Medium,100,100,1,Value,2.52525463,1.5141,Female,20,166
effortobserve,2349,34564,Value,1,Low,30,30,1,Value,1,3.5022,Female,21,135
effortobserve,2349,34564,Value,2,Medium,100,100,1,Value,1.005414472,4.4863,Female,21,135
effortobserve,2349,34564,Value,3,High,270,270,1,Value,2.775378375,1.8385,Female,21,135
effortobserve,2349,34564,Value,4,Low,30,30,1,Value,1,2.5555,Female,21,135
effortobserve,2349,34564,Value,5,High,270,270,1,Value,2.338169256,2.3329,Female,21,135
effortobserve,2349,34564,Value,6,Medium,100,100,1,Value,1,6.1822,Female,21,135
effortobserve,2349,34564,Value,7,High,270,270,1,Value,2.768991597,1.4306,Female,21,135
effortobserve,2349,34564,Value,8,Medium,100,100,1,Value,1.031516569,1.9793,Female,21,135
effortobserve,2349,34564,Value,9,Low,30,30,1,Value,1.028878651,2.1253,Female,21,135
effortobserve,2349,34564,Value,10,Medium,100,100,1,Value,1.00504432,3.5805,Female,21,135
effortobserve,2349,34564,Value,11,Low,30,30,1,Value,1.03894449,1.2565,Female,21,135
effortobserve,2349,34564,Value,12,High,270,270,1,Value,2.678861123,2.2418,Female,21,135
effortobserve,2349,34564,Value,13,Medium,100,100,1,Value,1.002313661,1.602,Female,21,135
effortobserve,2349,34564,Value,14,High,270,270,1,Value,2.646557567,2.1439,Female,21,135
effortobserve,2349,34564,Value,15,Low,30,100,0,Value,1.040980892,2.7906,Female,21,135
effortobserve,2349,34564,Value,16,High,270,270,1,Value,2.721045362,3.8892,Female,21,135
effortobserve,2349,34564,Value,17,Low,30,30,1,Value,1,3.6582,Female,21,135
effortobserve,2349,34564,Value,18,Medium,100,100,1,Value,1.033668654,2.3754,Female,21,135
effortobserve,2349,34750,Value,1,Low,30,30,1,Value,1,5.6226,Female,21,52
effortobserve,2349,34750,Value,2,Medium,100,100,1,Value,1.202469136,1.8584,Female,21,52
effortobserve,2349,34750,Value,3,High,270,270,1,Value,1.365432099,4.3438,Female,21,52
effortobserve,2349,34750,Value,4,Low,30,30,1,Value,1,3.7557,Female,21,52
effortobserve,2349,34750,Value,5,High,270,270,1,Value,1.162962963,1.2887,Female,21,52
effortobserve,2349,34750,Value,6,Medium,100,100,1,Value,1.009876543,2.3455,Female,21,52
effortobserve,2349,34750,Value,7,High,270,270,1,Value,1.207407407,4.648,Female,21,52
effortobserve,2349,34750,Value,8,Medium,100,100,1,Value,1,2.2912,Female,21,52
effortobserve,2349,34750,Value,9,Low,30,30,1,Value,1.528395062,0.6668,Female,21,52
effortobserve,2349,34750,Value,10,Medium,100,100,1,Value,1.162962963,0.9271,Female,21,52
effortobserve,2349,34750,Value,11,Low,30,30,1,Value,1.039506173,0.5613,Female,21,52
effortobserve,2349,34750,Value,12,High,270,270,1,Value,1.419753086,0.6166,Female,21,52
effortobserve,2349,34750,Value,13,Medium,100,100,1,Value,1.286419753,0.9907,Female,21,52
effortobserve,2349,34750,Value,14,High,270,270,1,Value,1.735802469,1.6359,Female,21,52
effortobserve,2349,34750,Value,15,Low,30,30,1,Value,1,1.452,Female,21,52
effortobserve,2349,34750,Value,16,High,270,270,1,Value,1.138271605,0.6835,Female,21,52
effortobserve,2349,34750,Value,17,Low,30,30,1,Value,1.039506173,0.5619,Female,21,52
effortobserve,2349,34750,Value,18,Medium,100,100,1,Value,1.009876543,1.5163,Female,21,52
effortobserve,2349,34819,Value,1,Low,30,30,1,Value,1,9.57,Female,20,140
effortobserve,2349,34819,Value,2,Medium,100,100,1,Value,1.08,6.047,Female,20,140
effortobserve,2349,34819,Value,3,High,270,270,1,Value,1.068148148,7.395,Female,20,140
effortobserve,2349,34819,Value,4,Low,30,30,1,Value,1.002962963,1.346,Female,20,140
effortobserve,2349,34819,Value,5,High,270,270,1,Value,1.056296296,1.825,Female,20,140
effortobserve,2349,34819,Value,6,Medium,100,100,1,Value,1.625185185,1.247,Female,20,140
effortobserve,2349,34819,Value,7,High,270,270,1,Value,1.162962963,1.507,Female,20,140
effortobserve,2349,34819,Value,8,Medium,100,100,1,Value,1.737777778,1.726,Female,20,140
effortobserve,2349,34819,Value,9,Low,30,30,1,Value,1.026666667,3.412,Female,20,140
effortobserve,2349,34819,Value,10,Medium,100,100,1,Value,1.008888889,1.524,Female,20,140
effortobserve,2349,34819,Value,11,Low,30,30,1,Value,2.06962963,2.063,Female,20,140
effortobserve,2349,34819,Value,12,High,270,270,1,Value,1.216296296,2.394,Female,20,140
effortobserve,2349,34819,Value,13,Medium,100,100,1,Value,2.063703704,1.613,Female,20,140
effortobserve,2349,34819,Value,14,High,270,270,1,Value,1.8088888890000001,1.544,Female,20,140
effortobserve,2349,34819,Value,15,Low,30,30,1,Value,1.613333333,1.806,Female,20,140
effortobserve,2349,34819,Value,16,High,270,270,1,Value,2.028148148,0.889,Female,20,140
effortobserve,2349,34819,Value,17,Low,30,30,1,Value,1.002962963,2.274,Female,20,140
effortobserve,2349,34819,Value,18,Medium,100,100,1,Value,1.334814815,1.158,Female,20,140
effortobserve,2349,34951,Value,1,Low,30,30,1,Value,3.000181568,7.0909,Female,20,40
effortobserve,2349,34951,Value,2,Medium,100,100,1,Value,1.026335901,1.8657,Female,20,40
effortobserve,2349,34951,Value,3,High,270,270,1,Value,2.793157552,1.2977,Female,20,40
effortobserve,2349,34951,Value,4,Low,30,30,1,Value,1.041052698,1.5288,Female,20,40
effortobserve,2349,34951,Value,5,High,270,270,1,Value,2.828668258,0.679,Female,20,40
effortobserve,2349,34951,Value,6,Medium,100,100,1,Value,1.011496672,2.0024,Female,20,40
effortobserve,2349,34951,Value,7,High,270,270,1,Value,2.819979022,1.4782,Female,20,40
effortobserve,2349,34951,Value,8,Medium,100,100,1,Value,1.012981409,1.2467,Female,20,40
effortobserve,2349,34951,Value,9,Low,30,30,1,Value,1.010370732,1.9118,Female,20,40
effortobserve,2349,34951,Value,10,Medium,100,100,1,Value,1.005947989,0.9289,Female,20,40
effortobserve,2349,34951,Value,11,Low,30,30,1,Value,1.073766638,1.0825,Female,20,40
effortobserve,2349,34951,Value,12,High,270,270,1,Value,2.764097946,3.94,Female,20,40
effortobserve,2349,34951,Value,13,Medium,100,100,1,Value,1.019076244,1.5117,Female,20,40
effortobserve,2349,34951,Value,14,High,270,270,1,Value,2.811044198,1.3483,Female,20,40
effortobserve,2349,34951,Value,15,Low,30,30,1,Value,1.067730396,1.2617,Female,20,40
effortobserve,2349,34951,Value,16,High,270,270,1,Value,2.788595197,1.4828,Female,20,40
effortobserve,2349,34951,Value,17,Low,30,30,1,Value,1.049632523,1.6319,Female,20,40
effortobserve,2349,34951,Value,18,Medium,100,100,1,Value,1.057430917,1.614,Female,20,40
effortobserve,2349,34958,Liking,1,Low,30,30,1,Liking,1.957037037,3.668,Female,21,100
effortobserve,2349,34958,Liking,2,Medium,100,100,1,Liking,3.011851852,3.046,Female,21,100
effortobserve,2349,34958,Liking,3,High,270,270,1,Liking,1.986666667,2.602,Female,21,100
effortobserve,2349,34958,Liking,4,Low,30,30,1,Liking,4.007407407,1.119,Female,21,100
effortobserve,2349,34958,Liking,5,High,270,270,1,Liking,2.976296296,1.761,Female,21,100
effortobserve,2349,34958,Liking,6,Medium,100,100,1,Liking,4.997037037,1.283,Female,21,100
effortobserve,2349,34958,Liking,7,High,270,270,1,Liking,4.054814815,0.79,Female,21,100
effortobserve,2349,34958,Liking,8,Medium,100,100,1,Liking,4.025185185,2.281,Female,21,100
effortobserve,2349,34958,Liking,9,Low,30,30,1,Liking,4.031111111,0.932,Female,21,100
effortobserve,2349,34958,Liking,10,Medium,100,100,1,Liking,3.995555556,0.867,Female,21,100
effortobserve,2349,34958,Liking,11,Low,30,30,1,Liking,4.991111111,1.816,Female,21,100
effortobserve,2349,34958,Liking,12,High,270,270,1,Liking,1.998518519,2.184,Female,21,100
effortobserve,2349,34958,Liking,13,Medium,100,100,1,Liking,2.01037037,2.12,Female,21,100
effortobserve,2349,34958,Liking,14,High,270,270,1,Liking,4.937777778,2.197,Female,21,100
effortobserve,2349,34958,Liking,15,Low,30,30,1,Liking,4.031111111,2.082,Female,21,100
effortobserve,2349,34958,Liking,16,High,270,270,1,Liking,4.955555556,1.665,Female,21,100
effortobserve,2349,34958,Liking,17,Low,30,30,1,Liking,3.977777778,1.479,Female,21,100
effortobserve,2349,34958,Liking,18,Medium,100,100,1,Liking,4.001481481,1.815,Female,21,100
effortobserve,2349,35271,Value,1,Low,30,30,1,Value,2.997962963,9.6375,Female,20,119
effortobserve,2349,35271,Value,2,Medium,100,100,1,Value,3.981851852,4.9299,Female,20,119
effortobserve,2349,35271,Value,3,High,270,270,1,Value,4.434236111,1.5144,Female,20,119
effortobserve,2349,35271,Value,4,Low,30,30,1,Value,1.969768519,1.311,Female,20,119
effortobserve,2349,35271,Value,5,High,270,270,1,Value,4.471296296,1.1729,Female,20,119
effortobserve,2349,35271,Value,6,Medium,100,100,1,Value,3.008564815,1.4372,Female,20,119
effortobserve,2349,35271,Value,7,High,270,270,1,Value,2.670231481,2.2577,Female,20,119
effortobserve,2349,35271,Value,8,Medium,100,100,1,Value,2.270925926,0.6279,Female,20,119
effortobserve,2349,35271,Value,9,Low,30,30,1,Value,2.416921296,1.6027,Female,20,119
effortobserve,2349,35271,Value,10,Medium,100,100,1,Value,2.536782407,1.262,Female,20,119
effortobserve,2349,35271,Value,11,Low,30,30,1,Value,4.153726852,0.904,Female,20,119
effortobserve,2349,35271,Value,12,High,270,270,1,Value,3.681064815,2.7251,Female,20,119
effortobserve,2349,35271,Value,13,Medium,100,100,1,Value,3.912685185,0.8541,Female,20,119
effortobserve,2349,35271,Value,14,High,270,270,1,Value,4.345717593,0.7451,Female,20,119
effortobserve,2349,35271,Value,15,Low,30,30,1,Value,1.023958333,0.6747,Female,20,119
effortobserve,2349,35271,Value,16,High,270,270,1,Value,3.196064815,0.7027,Female,20,119
effortobserve,2349,35271,Value,17,Low,30,30,1,Value,2.603217593,0.5801,Female,20,119
effortobserve,2349,35271,Value,18,Medium,100,100,1,Value,1.768981481,1.2303,Female,20,119
effortobserve,2349,35879,Liking,1,Low,30,30,1,Liking,2.998619792,8.7507,Other,19,141
effortobserve,2349,35879,Liking,2,Medium,100,100,1,Liking,2.998125,4.0187,Other,19,141
effortobserve,2349,35879,Liking,3,High,270,270,1,Liking,2.980208333,1.9443,Other,19,141
effortobserve,2349,35879,Liking,4,Low,30,30,1,Liking,3.976744792,3.0882,Other,19,141
effortobserve,2349,35879,Liking,5,High,270,270,1,Liking,2.04265625,1.9317,Other,19,141
effortobserve,2349,35879,Liking,6,Medium,100,100,1,Liking,1.890390625,1.633,Other,19,141
effortobserve,2349,35879,Liking,7,High,270,270,1,Liking,3.151223958,2.3594,Other,19,141
effortobserve,2349,35879,Liking,8,Medium,100,100,1,Liking,2.880885417,1.6353,Other,19,141
effortobserve,2349,35879,Liking,9,Low,30,30,1,Liking,1.392161458,0.6465,Other,19,141
effortobserve,2349,35879,Liking,10,Medium,100,100,1,Liking,3.766380208,2.8693,Other,19,141
effortobserve,2349,35879,Liking,11,Low,30,30,1,Liking,3.300182292,1.257,Other,19,141
effortobserve,2349,35879,Liking,12,High,270,270,1,Liking,3.60625,3.4951,Other,19,141
effortobserve,2349,35879,Liking,13,Medium,100,100,1,Liking,3.143229167,2.8742,Other,19,141
effortobserve,2349,35879,Liking,14,High,270,270,1,Liking,2.729869792,1.1273,Other,19,141
effortobserve,2349,35879,Liking,15,Low,30,30,1,Liking,1.714088542,0.8013,Other,19,141
effortobserve,2349,35879,Liking,16,High,270,270,1,Liking,4.6953125,0.8171,Other,19,141
effortobserve,2349,35879,Liking,17,Low,30,30,1,Liking,2.758515625,0.5832,Other,19,141
effortobserve,2349,35879,Liking,18,Medium,100,100,1,Liking,3.321848958,0.6173,Other,19,141
effortobserve,2349,36207,Value,1,Low,30,30,1,Value,1.115555556,3.069,Female,19,152
effortobserve,2349,36207,Value,2,Medium,100,100,1,Value,1.565925926,2.708,Female,19,152
effortobserve,2349,36207,Value,3,High,270,270,1,Value,2.004444444,3.564,Female,19,152
effortobserve,2349,36207,Value,4,Low,30,30,1,Value,1.121481481,2.48,Female,19,152
effortobserve,2349,36207,Value,5,High,270,270,1,Value,2.38962963,2.18,Female,19,152
effortobserve,2349,36207,Value,6,Medium,100,100,1,Value,1.702222222,2.296,Female,19,152
effortobserve,2349,36207,Value,7,High,270,270,1,Value,2.099259259,2.363,Female,19,152
effortobserve,2349,36207,Value,8,Medium,100,100,1,Value,1.571851852,1.978,Female,19,152
effortobserve,2349,36207,Value,9,Low,30,30,1,Value,1.068148148,0.712,Female,19,152
effortobserve,2349,36207,Value,10,Medium,100,100,1,Value,1.613333333,1.546,Female,19,152
effortobserve,2349,36207,Value,11,Low,30,30,1,Value,1.115555556,1.197,Female,19,152
effortobserve,2349,36207,Value,12,High,270,270,1,Value,2.851851852,0.847,Female,19,152
effortobserve,2349,36207,Value,13,Medium,100,100,1,Value,2.715555556,1.129,Female,19,152
effortobserve,2349,36207,Value,14,High,270,270,1,Value,4.066666667,1.213,Female,19,152
effortobserve,2349,36207,Value,15,Low,30,30,1,Value,1.056296296,1.764,Female,19,152
effortobserve,2349,36207,Value,16,High,270,270,1,Value,2.946666667,1.779,Female,19,152
effortobserve,2349,36207,Value,17,Low,30,30,1,Value,1.074074074,2.346,Female,19,152
effortobserve,2349,36207,Value,18,Medium,100,100,1,Value,2.573333333,1.497,Female,19,152
effortobserve,2349,36223,Value,1,Low,30,30,1,Value,3.065041474,8.1163,Female,23,266
effortobserve,2349,36223,Value,2,Medium,100,100,1,Value,3.020326666,5.4008,Female,23,266
effortobserve,2349,36223,Value,3,High,270,270,1,Value,4.026332827,0.9414,Female,23,266
effortobserve,2349,36223,Value,4,Low,30,100,0,Value,3.985862751,2.9521,Female,23,266
effortobserve,2349,36223,Value,5,High,270,270,1,Value,4.058840905,2.7421,Female,23,266
effortobserve,2349,36223,Value,6,Medium,100,100,1,Value,2.974630474,6.3491,Female,23,266
effortobserve,2349,36223,Value,7,High,270,270,1,Value,1.997915762,8.4172,Female,23,266
effortobserve,2349,36223,Value,8,Medium,100,100,1,Value,1.027197868,3.8325,Female,23,266
effortobserve,2349,36223,Value,9,Low,30,30,1,Value,1.088759886,2.0072,Female,23,266
effortobserve,2349,36223,Value,10,Medium,100,100,1,Value,2.137978033,1.4011,Female,23,266
effortobserve,2349,36223,Value,11,Low,30,30,1,Value,1.09502345,0.709,Female,23,266
effortobserve,2349,36223,Value,12,High,270,270,1,Value,3.449872203,3.0326,Female,23,266
effortobserve,2349,36223,Value,13,Medium,100,100,1,Value,2.012938549,2.5431,Female,23,266
effortobserve,2349,36223,Value,14,High,270,270,1,Value,4.187890625,1.2671,Female,23,266
effortobserve,2349,36223,Value,15,Low,30,30,1,Value,1.058050612,1.8409,Female,23,266
effortobserve,2349,36223,Value,16,High,270,270,1,Value,3.168174913,4.3676,Female,23,266
effortobserve,2349,36223,Value,17,Low,30,30,1,Value,1.129778827,2.1409,Female,23,266
effortobserve,2349,36223,Value,18,Medium,100,100,1,Value,2.068667716,1.2212,Female,23,266
effortobserve,2349,36396,Value,1,Low,30,30,1,Value,1.019468316,4.0108,Female,20,265
effortobserve,2349,36396,Value,2,Medium,100,100,1,Value,1.543037471,1.42,Female,20,265
effortobserve,2349,36396,Value,3,High,270,270,1,Value,1.668968099,1.0764,Female,20,265
effortobserve,2349,36396,Value,4,Low,30,30,1,Value,1.039032841,1.0239,Female,20,265
effortobserve,2349,36396,Value,5,High,270,270,1,Value,2.004992043,0.6416,Female,20,265
effortobserve,2349,36396,Value,6,Medium,100,100,1,Value,2.33411169,0.7547,Female,20,265
effortobserve,2349,36396,Value,7,High,270,270,1,Value,2.890613788,0.7908,Female,20,265
effortobserve,2349,36396,Value,8,Medium,100,100,1,Value,2.586807002,0.6868,Female,20,265
effortobserve,2349,36396,Value,9,Low,30,30,1,Value,1.585754123,2.1932,Female,20,265
effortobserve,2349,36396,Value,10,Medium,100,100,1,Value,2.341360677,0.7429,Female,20,265
effortobserve,2349,36396,Value,11,Low,30,30,1,Value,2.326567564,1.9217,Female,20,265
effortobserve,2349,36396,Value,12,High,270,270,1,Value,3.234070095,1.606,Female,20,265
effortobserve,2349,36396,Value,13,Medium,100,100,1,Value,1.890938947,0.7096,Female,20,265
effortobserve,2349,36396,Value,14,High,270,270,1,Value,2.299162688,2.3234,Female,20,265
effortobserve,2349,36396,Value,15,Low,30,30,1,Value,1.011288339,0.8611,Female,20,265
effortobserve,2349,36396,Value,16,High,270,270,1,Value,2.608255932,0.4871,Female,20,265
effortobserve,2349,36396,Value,17,Low,30,30,1,Value,2.11768627,0.5895,Female,20,265
effortobserve,2349,36396,Value,18,Medium,100,100,1,Value,1.997309028,0.5924,Female,20,265
effortobserve,2349,36599,Value,1,Low,30,30,1,Value,1.025925926,4.1469,Male,22,162
effortobserve,2349,36599,Value,2,Medium,100,100,1,Value,1.985185185,3.1365,Male,22,162
effortobserve,2349,36599,Value,3,High,270,270,1,Value,2.988888889,1.6306,Male,22,162
effortobserve,2349,36599,Value,4,Low,30,30,1,Value,1,0.8218,Male,22,162
effortobserve,2349,36599,Value,5,High,270,270,1,Value,2.940740741,2.143,Male,22,162
effortobserve,2349,36599,Value,6,Medium,100,100,1,Value,2.088888889,0.9634,Male,22,162
effortobserve,2349,36599,Value,7,High,270,270,1,Value,2.988888889,1.5993,Male,22,162
effortobserve,2349,36599,Value,8,Medium,100,100,1,Value,1.996296296,0.9219,Male,22,162
effortobserve,2349,36599,Value,9,Low,30,30,1,Value,1,1.2855,Male,22,162
effortobserve,2349,36599,Value,10,Medium,100,100,1,Value,2.014814815,2.0023,Male,22,162
effortobserve,2349,36599,Value,11,Low,30,30,1,Value,1,2.169,Male,22,162
effortobserve,2349,36599,Value,12,High,270,270,1,Value,2.292592593,3.7684,Male,22,162
effortobserve,2349,36599,Value,13,Medium,100,100,1,Value,2,2.8326,Male,22,162
effortobserve,2349,36599,Value,14,High,270,270,1,Value,2.688888889,1.435,Male,22,162
effortobserve,2349,36599,Value,15,Low,30,30,1,Value,1,4.121,Male,22,162
effortobserve,2349,36599,Value,16,High,270,270,1,Value,2.755555556,1.2341,Male,22,162
effortobserve,2349,36599,Value,17,Low,30,30,1,Value,1,2.5149,Male,22,162
effortobserve,2349,36599,Value,18,Medium,100,100,1,Value,2.007407407,0.8496,Male,22,162
effortobserve,2349,37398,Value,1,Low,30,30,1,Value,3.004938196,7.5196,Male,21,93
effortobserve,2349,37398,Value,2,Medium,100,100,1,Value,3.039506324,3.2841,Male,21,93
effortobserve,2349,37398,Value,3,High,270,270,1,Value,4.007407483,1.2834,Male,21,93
effortobserve,2349,37398,Value,4,Low,30,30,1,Value,3.99753109,1.5928,Male,21,93
effortobserve,2349,37398,Value,5,High,270,270,1,Value,4.940740891,1.5793,Male,21,93
effortobserve,2349,37398,Value,6,Medium,100,100,1,Value,4.012345679,2.1324,Male,21,93
effortobserve,2349,37398,Value,7,High,270,270,1,Value,4.980247215,1.6885,Male,21,93
effortobserve,2349,37398,Value,8,Medium,100,100,1,Value,3.029629554,0.8707,Male,21,93
effortobserve,2349,37398,Value,9,Low,30,30,1,Value,1.977777928,0.9023,Male,21,93
effortobserve,2349,37398,Value,10,Medium,100,100,1,Value,2.600000075,5.8719,Male,21,93
effortobserve,2349,37398,Value,11,Low,30,30,1,Value,1.241975384,2.0369,Male,21,93
effortobserve,2349,37398,Value,12,High,270,270,1,Value,4.437036962,3.4356,Male,21,93
effortobserve,2349,37398,Value,13,Medium,100,100,1,Value,2.659259184,2.7584,Male,21,93
effortobserve,2349,37398,Value,14,High,270,270,1,Value,4.545679163,1.1065,Male,21,93
effortobserve,2349,37398,Value,15,Low,30,30,1,Value,1.158024729,2.0668,Male,21,93
effortobserve,2349,37398,Value,16,High,270,270,1,Value,2.669135953,4.012,Male,21,93
effortobserve,2349,37398,Value,17,Low,30,30,1,Value,1.49382716,4.8148,Male,21,93
effortobserve,2349,37398,Value,18,Medium,100,100,1,Value,2.713580473,3.7906,Male,21,93
effortobserve,2349,37805,Liking,1,Low,30,30,1,Liking,4.973768446,3.1092,Female,22,102
effortobserve,2349,37805,Liking,2,Medium,100,100,1,Liking,4.921115451,2.8405,Female,22,102
effortobserve,2349,37805,Liking,3,High,270,270,1,Liking,1.021267361,2.0517,Female,22,102
effortobserve,2349,37805,Liking,4,Low,30,30,1,Liking,3.952880859,1.9185,Female,22,102
effortobserve,2349,37805,Liking,5,High,270,270,1,Liking,3.975992839,1.5006,Female,22,102
effortobserve,2349,37805,Liking,6,Medium,100,100,1,Liking,2.053765191,1.4671,Female,22,102
effortobserve,2349,37805,Liking,7,High,270,270,1,Liking,1.021701389,1.0417,Female,22,102
effortobserve,2349,37805,Liking,8,Medium,100,100,1,Liking,2.991780599,0.7314,Female,22,102
effortobserve,2349,37805,Liking,9,Low,30,30,1,Liking,2.016764323,0.7053,Female,22,102
effortobserve,2349,37805,Liking,10,Medium,100,100,1,Liking,1.889648438,1.6508,Female,22,102
effortobserve,2349,37805,Liking,11,Low,30,30,1,Liking,1.748453776,0.7506,Female,22,102
effortobserve,2349,37805,Liking,12,High,270,270,1,Liking,1.703152127,1.2832,Female,22,102
effortobserve,2349,37805,Liking,13,Medium,100,100,1,Liking,3.2523328990000002,0.9387,Female,22,102
effortobserve,2349,37805,Liking,14,High,270,270,1,Liking,2.9816352,1.6245,Female,22,102
effortobserve,2349,37805,Liking,15,Low,30,30,1,Liking,1.748372396,0.6206,Female,22,102
effortobserve,2349,37805,Liking,16,High,270,270,1,Liking,2.13140191,1.4164,Female,22,102
effortobserve,2349,37805,Liking,17,Low,30,30,1,Liking,2.206407335,0.6584,Female,22,102
effortobserve,2349,37805,Liking,18,Medium,100,100,1,Liking,2.256673177,0.9163,Female,22,102
effortobserve,2349,37812,Value,1,Low,30,30,1,Value,1,5.0076,Male,24,52
effortobserve,2349,37812,Value,2,Medium,100,100,1,Value,2.994496044,6.6106,Male,24,52
effortobserve,2349,37812,Value,3,High,270,270,1,Value,4.007223942,0.6719,Male,24,52
effortobserve,2349,37812,Value,4,Low,30,30,1,Value,1,2.6546,Male,24,52
effortobserve,2349,37812,Value,5,High,270,270,1,Value,2.735810114,4.9249,Male,24,52
effortobserve,2349,37812,Value,6,Medium,100,100,1,Value,1.029583763,1.3659,Male,24,52
effortobserve,2349,37812,Value,7,High,270,270,1,Value,2.796353629,0.946,Male,24,52
effortobserve,2349,37812,Value,8,Medium,100,100,1,Value,1.046095631,2.1445,Male,24,52
effortobserve,2349,37812,Value,9,Low,30,30,1,Value,1,1.1476,Male,24,52
effortobserve,2349,37812,Value,10,Medium,100,100,1,Value,2.97248022,1.501,Male,24,52
effortobserve,2349,37812,Value,11,Low,30,30,1,Value,1,1.8441,Male,24,52
