perspective,id,rt,gender,nasa_tlx,effort_steps,condition,trial,effort_level,rating,steps_req,age,adjusted_overall,experiment_name,effort_ans,scale_type
Perform,55,0.757,NA,355,273,Value,14,High,5,270,NA,66.33333333333333,NA,NA,NA
Perform,55,1.028,NA,355,42,Value,15,Low,1,30,NA,66.33333333333333,NA,NA,NA
Perform,55,1.127,NA,355,295,Value,16,High,5,270,NA,66.33333333333333,NA,NA,NA
Perform,55,0.81,NA,355,43,Value,17,Low,1,30,NA,66.33333333333333,NA,NA,NA
Perform,55,1.099,NA,355,109,Value,18,Medium,2,100,NA,66.33333333333333,NA,NA,NA
Perform,56,8.944,NA,295,32,Liking,1,Low,4,30,NA,61,NA,NA,NA
Perform,56,12.503,NA,295,104,Liking,2,Medium,3,100,NA,61,NA,NA,NA
Perform,56,5.204,NA,295,276,Liking,3,High,4,270,NA,61,NA,NA,NA
Perform,56,3.416,NA,295,35,Liking,4,Low,2,30,NA,61,NA,NA,NA
Perform,56,12.907,NA,295,275,Liking,5,High,2,270,NA,61,NA,NA,NA
Perform,56,4.675,NA,295,102,Liking,6,Medium,2,100,NA,61,NA,NA,NA
Perform,56,4.433,NA,295,275,Liking,7,High,1,270,NA,61,NA,NA,NA
Perform,56,2.814,NA,295,103,Liking,8,Medium,1,100,NA,61,NA,NA,NA
Perform,56,4.544,NA,295,35,Liking,9,Low,5,30,NA,61,NA,NA,NA
Perform,56,7.026,NA,295,103,Liking,10,Medium,4,100,NA,61,NA,NA,NA
Perform,56,6.679,NA,295,38,Liking,11,Low,2,30,NA,61,NA,NA,NA
Perform,56,2.983,NA,295,274,Liking,12,High,1,270,NA,61,NA,NA,NA
Perform,56,2.412,NA,295,103,Liking,13,Medium,1,100,NA,61,NA,NA,NA
Perform,56,4.892,NA,295,276,Liking,14,High,3,270,NA,61,NA,NA,NA
Perform,56,1.841,NA,295,32,Liking,15,Low,3,30,NA,61,NA,NA,NA
Perform,56,5.331,NA,295,272,Liking,16,High,5,270,NA,61,NA,NA,NA
Perform,56,1.352,NA,295,31,Liking,17,Low,4,30,NA,61,NA,NA,NA
Perform,56,3.451,NA,295,101,Liking,18,Medium,3,100,NA,61,NA,NA,NA
Perform,57,2.983,Male,375,38,Wanting,1,Low,4,30,20,79,NA,NA,NA
Perform,57,1.912,Male,375,106,Wanting,2,Medium,3,100,20,79,NA,NA,NA
Perform,57,4.395,Male,375,280,Wanting,3,High,4,270,20,79,NA,NA,NA
Perform,57,2.842,Male,375,32,Wanting,4,Low,2,30,20,79,NA,NA,NA
Perform,57,1.759,Male,375,273,Wanting,5,High,5,270,20,79,NA,NA,NA
Perform,57,3.99,Male,375,108,Wanting,6,Medium,4,100,20,79,NA,NA,NA
Perform,57,1.921,Male,375,278,Wanting,7,High,2,270,20,79,NA,NA,NA
Perform,57,2.06,Male,375,109,Wanting,8,Medium,3,100,20,79,NA,NA,NA
Perform,57,1.968,Male,375,53,Wanting,9,Low,4,30,20,79,NA,NA,NA
Perform,57,3.245,Male,375,101,Wanting,10,Medium,4,100,20,79,NA,NA,NA
Perform,57,2.138,Male,375,47,Wanting,11,Low,3,30,20,79,NA,NA,NA
Perform,57,2.35,Male,375,305,Wanting,12,High,5,270,20,79,NA,NA,NA
Perform,57,1.383,Male,375,116,Wanting,13,Medium,1,100,20,79,NA,NA,NA
Perform,57,1.904,Male,375,280,Wanting,14,High,2,270,20,79,NA,NA,NA
Perform,57,1.602,Male,375,42,Wanting,15,Low,5,30,20,79,NA,NA,NA
Perform,57,3.254,Male,375,271,Wanting,16,High,4,270,20,79,NA,NA,NA
Perform,57,1.658,Male,375,49,Wanting,17,Low,4,30,20,79,NA,NA,NA
Perform,57,2.547,Male,375,108,Wanting,18,Medium,2,100,20,79,NA,NA,NA
Perform,58,2.876,Female,360,33,Wanting,1,Low,5,30,20,72.66666666666667,NA,NA,NA
Perform,58,3.052,Female,360,122,Wanting,2,Medium,5,100,20,72.66666666666667,NA,NA,NA
Perform,58,2.781,Female,360,278,Wanting,3,High,5,270,20,72.66666666666667,NA,NA,NA
Perform,58,3.535,Female,360,32,Wanting,4,Low,4,30,20,72.66666666666667,NA,NA,NA
Perform,58,8.156,Female,360,282,Wanting,5,High,3,270,20,72.66666666666667,NA,NA,NA
Perform,58,1.996,Female,360,99,Wanting,6,Medium,5,100,20,72.66666666666667,NA,NA,NA
Perform,58,1.033,Female,360,292,Wanting,7,High,2,270,20,72.66666666666667,NA,NA,NA
Perform,58,1.746,Female,360,101,Wanting,8,Medium,5,100,20,72.66666666666667,NA,NA,NA
Perform,58,1.478,Female,360,59,Wanting,9,Low,5,30,20,72.66666666666667,NA,NA,NA
Perform,58,2.755,Female,360,102,Wanting,10,Medium,3,100,20,72.66666666666667,NA,NA,NA
Perform,58,1.979,Female,360,29,Wanting,11,Low,5,30,20,72.66666666666667,NA,NA,NA
Perform,58,1.08,Female,360,274,Wanting,12,High,4,270,20,72.66666666666667,NA,NA,NA
Perform,58,3.844,Female,360,107,Wanting,13,Medium,5,100,20,72.66666666666667,NA,NA,NA
Perform,58,2.376,Female,360,316,Wanting,14,High,5,270,20,72.66666666666667,NA,NA,NA
Perform,58,1.717,Female,360,34,Wanting,15,Low,5,30,20,72.66666666666667,NA,NA,NA
Perform,58,1.429,Female,360,271,Wanting,16,High,3,270,20,72.66666666666667,NA,NA,NA
Perform,58,0.855,Female,360,38,Wanting,17,Low,5,30,20,72.66666666666667,NA,NA,NA
Perform,58,0.941,Female,360,100,Wanting,18,Medium,5,100,20,72.66666666666667,NA,NA,NA
Perform,59,3.113,NA,225,32,Value,1,Low,1,30,NA,50.666666666666664,NA,NA,NA
Perform,59,7.596,NA,225,103,Value,2,Medium,3,100,NA,50.666666666666664,NA,NA,NA
Perform,59,3.032,NA,225,277,Value,3,High,5,270,NA,50.666666666666664,NA,NA,NA
Perform,59,17.161,NA,225,39,Value,4,Low,2,30,NA,50.666666666666664,NA,NA,NA
Perform,59,2.775,NA,225,274,Value,5,High,5,270,NA,50.666666666666664,NA,NA,NA
Perform,59,3.765,NA,225,104,Value,6,Medium,3,100,NA,50.666666666666664,NA,NA,NA
Perform,59,4.966,NA,225,274,Value,7,High,5,270,NA,50.666666666666664,NA,NA,NA
Perform,59,2.654,NA,225,107,Value,8,Medium,3,100,NA,50.666666666666664,NA,NA,NA
Perform,59,2.535,NA,225,34,Value,9,Low,1,30,NA,50.666666666666664,NA,NA,NA
Perform,59,1.585,NA,225,105,Value,10,Medium,3,100,NA,50.666666666666664,NA,NA,NA
Perform,59,2.181,NA,225,34,Value,11,Low,1,30,NA,50.666666666666664,NA,NA,NA
Perform,59,2.383,NA,225,275,Value,12,High,5,270,NA,50.666666666666664,NA,NA,NA
Perform,59,2.933,NA,225,104,Value,13,Medium,3,100,NA,50.666666666666664,NA,NA,NA
Perform,59,1.631,NA,225,283,Value,14,High,5,270,NA,50.666666666666664,NA,NA,NA
Perform,59,2.601,NA,225,35,Value,15,Low,1,30,NA,50.666666666666664,NA,NA,NA
Perform,59,4.524,NA,225,276,Value,16,High,5,270,NA,50.666666666666664,NA,NA,NA
Perform,59,2.085,NA,225,35,Value,17,Low,1,30,NA,50.666666666666664,NA,NA,NA
Perform,59,0.672,NA,225,106,Value,18,Medium,3,100,NA,50.666666666666664,NA,NA,NA
Perform,60,3.782,Male,300,35,Wanting,1,Low,3,30,19,64.66666666666667,NA,NA,NA
Perform,60,2.704,Male,300,104,Wanting,2,Medium,4,100,19,64.66666666666667,NA,NA,NA
Perform,60,4.94,Male,300,271,Wanting,3,High,2,270,19,64.66666666666667,NA,NA,NA
Perform,60,3.586,Male,300,30,Wanting,4,Low,2,30,19,64.66666666666667,NA,NA,NA
Perform,60,4.769,Male,300,269,Wanting,5,High,2,270,19,64.66666666666667,NA,NA,NA
Perform,60,4.604,Male,300,104,Wanting,6,Medium,2,100,19,64.66666666666667,NA,NA,NA
Perform,60,4.635,Male,300,223,Wanting,7,High,4,270,19,64.66666666666667,NA,NA,NA
Perform,60,12.432,Male,300,102,Wanting,8,Medium,2,100,19,64.66666666666667,NA,NA,NA
Perform,60,6.094,Male,300,35,Wanting,9,Low,2,30,19,64.66666666666667,NA,NA,NA
Perform,60,4.413,Male,300,103,Wanting,10,Medium,2,100,19,64.66666666666667,NA,NA,NA
Perform,60,5.486,Male,300,33,Wanting,11,Low,4,30,19,64.66666666666667,NA,NA,NA
Perform,60,2.858,Male,300,272,Wanting,12,High,1,270,19,64.66666666666667,NA,NA,NA
Perform,60,1.859,Male,300,103,Wanting,13,Medium,4,100,19,64.66666666666667,NA,NA,NA
Perform,60,2.748,Male,300,273,Wanting,14,High,1,270,19,64.66666666666667,NA,NA,NA
Perform,60,2.705,Male,300,36,Wanting,15,Low,2,30,19,64.66666666666667,NA,NA,NA
Perform,60,11.061,Male,300,273,Wanting,16,High,2,270,19,64.66666666666667,NA,NA,NA
Perform,60,6.025,Male,300,41,Wanting,17,Low,2,30,19,64.66666666666667,NA,NA,NA
Perform,60,3.286,Male,300,105,Wanting,18,Medium,2,100,19,64.66666666666667,NA,NA,NA
Perform,61,6.597,NA,340,31,Liking,1,Low,3,30,NA,72,NA,NA,NA
Perform,61,3.499,NA,340,101,Liking,2,Medium,3,100,NA,72,NA,NA,NA
Perform,61,4.422,NA,340,272,Liking,3,High,4,270,NA,72,NA,NA,NA
Perform,61,4.198,NA,340,31,Liking,4,Low,2,30,NA,72,NA,NA,NA
Perform,61,2.444,NA,340,271,Liking,5,High,3,270,NA,72,NA,NA,NA
Perform,61,4.964,NA,340,102,Liking,6,Medium,2,100,NA,72,NA,NA,NA
Perform,61,3.747,NA,340,272,Liking,7,High,3,270,NA,72,NA,NA,NA
Perform,61,5.481,NA,340,101,Liking,8,Medium,2,100,NA,72,NA,NA,NA
Perform,61,7.321,NA,340,39,Liking,9,Low,3,30,NA,72,NA,NA,NA
Perform,61,3.35,NA,340,102,Liking,10,Medium,4,100,NA,72,NA,NA,NA
Perform,61,2.083,NA,340,31,Liking,11,Low,2,30,NA,72,NA,NA,NA
Perform,61,4.296,NA,340,271,Liking,12,High,3,270,NA,72,NA,NA,NA
Perform,61,2.05,NA,340,102,Liking,13,Medium,2,100,NA,72,NA,NA,NA
Perform,61,3.665,NA,340,271,Liking,14,High,3,270,NA,72,NA,NA,NA
Perform,61,7.279,NA,340,33,Liking,15,Low,2,30,NA,72,NA,NA,NA
Perform,61,2.095,NA,340,272,Liking,16,High,2,270,NA,72,NA,NA,NA
Perform,61,1.598,NA,340,30,Liking,17,Low,2,30,NA,72,NA,NA,NA
Perform,61,1.527,NA,340,100,Liking,18,Medium,2,100,NA,72,NA,NA,NA
Perform,62,3.983,NA,405,40,Value,1,Low,1,30,NA,70.33333333333333,NA,NA,NA
Perform,62,3.837,NA,405,105,Value,2,Medium,2,100,NA,70.33333333333333,NA,NA,NA
Perform,62,2.831,NA,405,274,Value,3,High,4,270,NA,70.33333333333333,NA,NA,NA
Perform,62,1.317,NA,405,40,Value,4,Low,1,30,NA,70.33333333333333,NA,NA,NA
Perform,62,2.266,NA,405,273,Value,5,High,4,270,NA,70.33333333333333,NA,NA,NA
Perform,62,1.603,NA,405,112,Value,6,Medium,2,100,NA,70.33333333333333,NA,NA,NA
Perform,62,4.046,NA,405,283,Value,7,High,5,270,NA,70.33333333333333,NA,NA,NA
Perform,62,1.873,NA,405,104,Value,8,Medium,3,100,NA,70.33333333333333,NA,NA,NA
Perform,62,0.899,NA,405,51,Value,9,Low,2,30,NA,70.33333333333333,NA,NA,NA
Perform,62,1.306,NA,405,103,Value,10,Medium,2,100,NA,70.33333333333333,NA,NA,NA
Perform,62,0.949,NA,405,45,Value,11,Low,1,30,NA,70.33333333333333,NA,NA,NA
Perform,62,2.405,NA,405,289,Value,12,High,4,270,NA,70.33333333333333,NA,NA,NA
Perform,62,2.808,NA,405,103,Value,13,Medium,3,100,NA,70.33333333333333,NA,NA,NA
Perform,62,2.066,NA,405,274,Value,14,High,4,270,NA,70.33333333333333,NA,NA,NA
Perform,62,3.48,NA,405,61,Value,15,Low,2,30,NA,70.33333333333333,NA,NA,NA
Perform,62,1.5,NA,405,272,Value,16,High,4,270,NA,70.33333333333333,NA,NA,NA
Perform,62,3.942,NA,405,42,Value,17,Low,2,30,NA,70.33333333333333,NA,NA,NA
Perform,62,2.11,NA,405,112,Value,18,Medium,3,100,NA,70.33333333333333,NA,NA,NA
Perform,63,8.793,NA,495,31,Liking,1,Low,5,30,NA,84,NA,NA,NA
Perform,63,4.06,NA,495,100,Liking,2,Medium,4,100,NA,84,NA,NA,NA
Perform,63,4.401,NA,495,271,Liking,3,High,4,270,NA,84,NA,NA,NA
Perform,63,3.36,NA,495,33,Liking,4,Low,2,30,NA,84,NA,NA,NA
Perform,63,2.602,NA,495,270,Liking,5,High,3,270,NA,84,NA,NA,NA
Perform,63,2.633,NA,495,99,Liking,6,Medium,4,100,NA,84,NA,NA,NA
Perform,63,3.291,NA,495,269,Liking,7,High,4,270,NA,84,NA,NA,NA
Perform,63,2.098,NA,495,102,Liking,8,Medium,3,100,NA,84,NA,NA,NA
Perform,63,3.095,NA,495,30,Liking,9,Low,2,30,NA,84,NA,NA,NA
Perform,63,2.823,NA,495,100,Liking,10,Medium,4,100,NA,84,NA,NA,NA
Perform,63,3.134,NA,495,31,Liking,11,Low,2,30,NA,84,NA,NA,NA
Perform,63,5.161,NA,495,275,Liking,12,High,4,270,NA,84,NA,NA,NA
Perform,63,2.519,NA,495,101,Liking,13,Medium,2,100,NA,84,NA,NA,NA
Perform,63,3.652,NA,495,272,Liking,14,High,4,270,NA,84,NA,NA,NA
Perform,63,3.478,NA,495,29,Liking,15,Low,2,30,NA,84,NA,NA,NA
Perform,63,3.214,NA,495,271,Liking,16,High,2,270,NA,84,NA,NA,NA
Perform,63,2.617,NA,495,32,Liking,17,Low,4,30,NA,84,NA,NA,NA
Perform,63,2.429,NA,495,99,Liking,18,Medium,1,100,NA,84,NA,NA,NA
Perform,64,7.031,Male,215,33,Wanting,1,Low,2,30,19,44.333333333333336,NA,NA,NA
Perform,64,6.606,Male,215,102,Wanting,2,Medium,4,100,19,44.333333333333336,NA,NA,NA
Perform,64,3.16,Male,215,272,Wanting,3,High,2,270,19,44.333333333333336,NA,NA,NA
Perform,64,3.516,Male,215,34,Wanting,4,Low,4,30,19,44.333333333333336,NA,NA,NA
Perform,64,2.942,Male,215,270,Wanting,5,High,2,270,19,44.333333333333336,NA,NA,NA
Perform,64,4.315,Male,215,104,Wanting,6,Medium,4,100,19,44.333333333333336,NA,NA,NA
Perform,64,5.748,Male,215,278,Wanting,7,High,4,270,19,44.333333333333336,NA,NA,NA
Perform,64,5.277,Male,215,110,Wanting,8,Medium,5,100,19,44.333333333333336,NA,NA,NA
Perform,64,1.917,Male,215,33,Wanting,9,Low,4,30,19,44.333333333333336,NA,NA,NA
Perform,64,1.982,Male,215,101,Wanting,10,Medium,2,100,19,44.333333333333336,NA,NA,NA
Perform,64,1.148,Male,215,32,Wanting,11,Low,2,30,19,44.333333333333336,NA,NA,NA
Perform,64,1.75,Male,215,269,Wanting,12,High,2,270,19,44.333333333333336,NA,NA,NA
Perform,64,2.716,Male,215,104,Wanting,13,Medium,2,100,19,44.333333333333336,NA,NA,NA
Perform,64,3.982,Male,215,276,Wanting,14,High,2,270,19,44.333333333333336,NA,NA,NA
Perform,64,1.575,Male,215,33,Wanting,15,Low,2,30,19,44.333333333333336,NA,NA,NA
Perform,64,2.247,Male,215,271,Wanting,16,High,2,270,19,44.333333333333336,NA,NA,NA
Perform,64,0.849,Male,215,33,Wanting,17,Low,4,30,19,44.333333333333336,NA,NA,NA
Perform,64,1.533,Male,215,103,Wanting,18,Medium,2,100,19,44.333333333333336,NA,NA,NA
Perform,66,3.861,Male,315,59,Wanting,1,Low,4,30,22,75,NA,NA,NA
Perform,66,1.105,Male,315,102,Wanting,2,Medium,5,100,22,75,NA,NA,NA
Perform,66,1.338,Male,315,271,Wanting,3,High,5,270,22,75,NA,NA,NA
Perform,66,2.511,Male,315,31,Wanting,4,Low,2,30,22,75,NA,NA,NA
Perform,66,3.514,Male,315,277,Wanting,5,High,5,270,22,75,NA,NA,NA
Perform,66,2.755,Male,315,102,Wanting,6,Medium,2,100,22,75,NA,NA,NA
Perform,66,5.502,Male,315,287,Wanting,7,High,5,270,22,75,NA,NA,NA
Perform,66,1.856,Male,315,103,Wanting,8,Medium,5,100,22,75,NA,NA,NA
Perform,66,1.579,Male,315,32,Wanting,9,Low,1,30,22,75,NA,NA,NA
Perform,66,5.104,Male,315,101,Wanting,10,Medium,2,100,22,75,NA,NA,NA
Perform,66,1.308,Male,315,32,Wanting,11,Low,1,30,22,75,NA,NA,NA
Perform,66,1.403,Male,315,273,Wanting,12,High,5,270,22,75,NA,NA,NA
Perform,66,4.961,Male,315,107,Wanting,13,Medium,5,100,22,75,NA,NA,NA
Perform,66,1.876,Male,315,272,Wanting,14,High,5,270,22,75,NA,NA,NA
Perform,66,6.253,Male,315,44,Wanting,15,Low,2,30,22,75,NA,NA,NA
Perform,66,2.767,Male,315,275,Wanting,16,High,5,270,22,75,NA,NA,NA
Perform,66,0.968,Male,315,32,Wanting,17,Low,1,30,22,75,NA,NA,NA
Perform,66,1.895,Male,315,103,Wanting,18,Medium,4,100,22,75,NA,NA,NA
Perform,67,2.961,Female,220,34,Wanting,1,Low,2,30,21,32.666666666666664,NA,NA,NA
Perform,67,2.395,Female,220,100,Wanting,2,Medium,1,100,21,32.666666666666664,NA,NA,NA
Perform,67,2.439,Female,220,275,Wanting,3,High,1,270,21,32.666666666666664,NA,NA,NA
Perform,67,2.431,Female,220,35,Wanting,4,Low,2,30,21,32.666666666666664,NA,NA,NA
Perform,67,2.77,Female,220,270,Wanting,5,High,2,270,21,32.666666666666664,NA,NA,NA
Perform,67,3.94,Female,220,112,Wanting,6,Medium,1,100,21,32.666666666666664,NA,NA,NA
Perform,67,2.929,Female,220,271,Wanting,7,High,2,270,21,32.666666666666664,NA,NA,NA
Perform,67,2.829,Female,220,137,Wanting,8,Medium,2,100,21,32.666666666666664,NA,NA,NA
Perform,67,1.49,Female,220,36,Wanting,9,Low,4,30,21,32.666666666666664,NA,NA,NA
Perform,67,2.445,Female,220,111,Wanting,10,Medium,1,100,21,32.666666666666664,NA,NA,NA
Perform,67,3.118,Female,220,33,Wanting,11,Low,3,30,21,32.666666666666664,NA,NA,NA
Perform,67,3.182,Female,220,282,Wanting,12,High,3,270,21,32.666666666666664,NA,NA,NA
Perform,67,1.318,Female,220,122,Wanting,13,Medium,1,100,21,32.666666666666664,NA,NA,NA
Perform,67,1.275,Female,220,299,Wanting,14,High,2,270,21,32.666666666666664,NA,NA,NA
Perform,67,4.625,Female,220,36,Wanting,15,Low,4,30,21,32.666666666666664,NA,NA,NA
Perform,67,2.085,Female,220,292,Wanting,16,High,1,270,21,32.666666666666664,NA,NA,NA
Perform,67,2.853,Female,220,54,Wanting,17,Low,1,30,21,32.666666666666664,NA,NA,NA
Perform,67,1.035,Female,220,105,Wanting,18,Medium,2,100,21,32.666666666666664,NA,NA,NA
Perform,68,14.208,NA,200,62,Liking,1,Low,3,30,NA,52,NA,NA,NA
Perform,68,3.164,NA,200,103,Liking,2,Medium,3,100,NA,52,NA,NA,NA
Perform,68,8.213,NA,200,275,Liking,3,High,3,270,NA,52,NA,NA,NA
Perform,68,8.178,NA,200,39,Liking,4,Low,3,30,NA,52,NA,NA,NA
Perform,68,2.131,NA,200,280,Liking,5,High,3,270,NA,52,NA,NA,NA
Perform,68,4.879,NA,200,117,Liking,6,Medium,3,100,NA,52,NA,NA,NA
Perform,68,0.915,NA,200,278,Liking,7,High,3,270,NA,52,NA,NA,NA
Perform,68,4.43,NA,200,104,Liking,8,Medium,3,100,NA,52,NA,NA,NA
Perform,68,3.705,NA,200,39,Liking,9,Low,3,30,NA,52,NA,NA,NA
Perform,68,5.038,NA,200,104,Liking,10,Medium,3,100,NA,52,NA,NA,NA
Perform,68,11.491,NA,200,49,Liking,11,Low,3,30,NA,52,NA,NA,NA
Perform,68,3.247,NA,200,279,Liking,12,High,3,270,NA,52,NA,NA,NA
Perform,68,11.745,NA,200,127,Liking,13,Medium,3,100,NA,52,NA,NA,NA
Perform,68,6.78,NA,200,286,Liking,14,High,3,270,NA,52,NA,NA,NA
Perform,68,4.789,NA,200,49,Liking,15,Low,3,30,NA,52,NA,NA,NA
Perform,68,2.215,NA,200,281,Liking,16,High,3,270,NA,52,NA,NA,NA
Perform,68,2.49,NA,200,47,Liking,17,Low,3,30,NA,52,NA,NA,NA
Perform,68,2.534,NA,200,103,Liking,18,Medium,3,100,NA,52,NA,NA,NA
Perform,69,5.132,NA,310,32,Value,1,Low,1,30,NA,51.333333333333336,NA,NA,NA
Perform,69,2.437,NA,310,115,Value,2,Medium,2,100,NA,51.333333333333336,NA,NA,NA
Perform,69,1.515,NA,310,271,Value,3,High,3,270,NA,51.333333333333336,NA,NA,NA
Perform,69,2.752,NA,310,44,Value,4,Low,1,30,NA,51.333333333333336,NA,NA,NA
Perform,69,2.435,NA,310,273,Value,5,High,3,270,NA,51.333333333333336,NA,NA,NA
Perform,69,4.485,NA,310,100,Value,6,Medium,2,100,NA,51.333333333333336,NA,NA,NA
Perform,69,6.872,NA,310,277,Value,7,High,4,270,NA,51.333333333333336,NA,NA,NA
Perform,69,1.821,NA,310,103,Value,8,Medium,3,100,NA,51.333333333333336,NA,NA,NA
Perform,69,1.86,NA,310,35,Value,9,Low,2,30,NA,51.333333333333336,NA,NA,NA
Perform,69,1.693,NA,310,105,Value,10,Medium,2,100,NA,51.333333333333336,NA,NA,NA
Perform,69,1.464,NA,310,50,Value,11,Low,1,30,NA,51.333333333333336,NA,NA,NA
Perform,69,2.598,NA,310,276,Value,12,High,5,270,NA,51.333333333333336,NA,NA,NA
Perform,69,4.571,NA,310,110,Value,13,Medium,2,100,NA,51.333333333333336,NA,NA,NA
Perform,69,2.231,NA,310,276,Value,14,High,3,270,NA,51.333333333333336,NA,NA,NA
Perform,69,2.817,NA,310,80,Value,15,Low,2,30,NA,51.333333333333336,NA,NA,NA
Perform,69,4.096,NA,310,276,Value,16,High,4,270,NA,51.333333333333336,NA,NA,NA
Perform,69,2.896,NA,310,31,Value,17,Low,1,30,NA,51.333333333333336,NA,NA,NA
Perform,69,1.468,NA,310,104,Value,18,Medium,2,100,NA,51.333333333333336,NA,NA,NA
Perform,70,3.638,NA,325,35,Liking,1,Low,4,30,NA,65,NA,NA,NA
Perform,70,3.496,NA,325,99,Liking,2,Medium,3,100,NA,65,NA,NA,NA
Perform,70,4.56,NA,325,273,Liking,3,High,2,270,NA,65,NA,NA,NA
Perform,70,4.599,NA,325,32,Liking,4,Low,4,30,NA,65,NA,NA,NA
Perform,70,2.766,NA,325,276,Liking,5,High,3,270,NA,65,NA,NA,NA
Perform,70,4.749,NA,325,104,Liking,6,Medium,5,100,NA,65,NA,NA,NA
Perform,70,6.947,NA,325,273,Liking,7,High,2,270,NA,65,NA,NA,NA
Perform,70,3.354,NA,325,100,Liking,8,Medium,4,100,NA,65,NA,NA,NA
Perform,70,3.184,NA,325,31,Liking,9,Low,5,30,NA,65,NA,NA,NA
Perform,70,2.56,NA,325,106,Liking,10,Medium,4,100,NA,65,NA,NA,NA
Perform,70,2.619,NA,325,33,Liking,11,Low,2,30,NA,65,NA,NA,NA
Perform,70,2.982,NA,325,256,Liking,12,High,5,270,NA,65,NA,NA,NA
Perform,70,2.597,NA,325,102,Liking,13,Medium,2,100,NA,65,NA,NA,NA
Perform,70,2.45,NA,325,273,Liking,14,High,2,270,NA,65,NA,NA,NA
Perform,70,2.517,NA,325,35,Liking,15,Low,5,30,NA,65,NA,NA,NA
Perform,70,1.844,NA,325,273,Liking,16,High,3,270,NA,65,NA,NA,NA
Perform,70,2.518,NA,325,44,Liking,17,Low,4,30,NA,65,NA,NA,NA
Perform,70,2.003,NA,325,101,Liking,18,Medium,5,100,NA,65,NA,NA,NA
Perform,71,4.065,NA,315,30,Value,1,Low,1,30,NA,65,NA,NA,NA
Perform,71,5.003,NA,315,101,Value,2,Medium,1,100,NA,65,NA,NA,NA
Perform,71,5.309,NA,315,272,Value,3,High,4,270,NA,65,NA,NA,NA
Perform,71,3.83,NA,315,31,Value,4,Low,2,30,NA,65,NA,NA,NA
Perform,71,4.546,NA,315,272,Value,5,High,5,270,NA,65,NA,NA,NA
Perform,71,5.08,NA,315,99,Value,6,Medium,2,100,NA,65,NA,NA,NA
Perform,71,2.897,NA,315,273,Value,7,High,4,270,NA,65,NA,NA,NA
Perform,71,2.551,NA,315,99,Value,8,Medium,3,100,NA,65,NA,NA,NA
Perform,71,6.907,NA,315,30,Value,9,Low,5,30,NA,65,NA,NA,NA
Perform,71,3.32,NA,315,102,Value,10,Medium,2,100,NA,65,NA,NA,NA
Perform,71,10.86,NA,315,31,Value,11,Low,2,30,NA,65,NA,NA,NA
Perform,71,4.931,NA,315,274,Value,12,High,2,270,NA,65,NA,NA,NA
Perform,71,3.465,NA,315,101,Value,13,Medium,4,100,NA,65,NA,NA,NA
Perform,71,4.625,NA,315,272,Value,14,High,5,270,NA,65,NA,NA,NA
Perform,71,1.73,NA,315,30,Value,15,Low,3,30,NA,65,NA,NA,NA
Perform,71,5.381,NA,315,274,Value,16,High,2,270,NA,65,NA,NA,NA
Perform,71,1.019,NA,315,25,Value,17,Low,5,30,NA,65,NA,NA,NA
Perform,71,0.7,NA,315,100,Value,18,Medium,3,100,NA,65,NA,NA,NA
Perform,72,4.912,NA,290,33,Value,1,Low,1,30,NA,52.333333333333336,NA,NA,NA
Perform,72,4.469,NA,290,102,Value,2,Medium,3,100,NA,52.333333333333336,NA,NA,NA
Perform,72,3.739,NA,290,272,Value,3,High,5,270,NA,52.333333333333336,NA,NA,NA
Perform,72,2.437,NA,290,32,Value,4,Low,2,30,NA,52.333333333333336,NA,NA,NA
Perform,72,9.023,NA,290,271,Value,5,High,5,270,NA,52.333333333333336,NA,NA,NA
Perform,72,4.885,NA,290,102,Value,6,Medium,3,100,NA,52.333333333333336,NA,NA,NA
Perform,72,3.899,NA,290,272,Value,7,High,5,270,NA,52.333333333333336,NA,NA,NA
Perform,72,4.869,NA,290,102,Value,8,Medium,1,100,NA,52.333333333333336,NA,NA,NA
Perform,72,3.683,NA,290,31,Value,9,Low,1,30,NA,52.333333333333336,NA,NA,NA
Perform,72,3.904,NA,290,101,Value,10,Medium,2,100,NA,52.333333333333336,NA,NA,NA
Perform,72,4.41,NA,290,32,Value,11,Low,3,30,NA,52.333333333333336,NA,NA,NA
Perform,72,3.371,NA,290,272,Value,12,High,4,270,NA,52.333333333333336,NA,NA,NA
Perform,72,2.329,NA,290,102,Value,13,Medium,3,100,NA,52.333333333333336,NA,NA,NA
Perform,72,5.396,NA,290,276,Value,14,High,4,270,NA,52.333333333333336,NA,NA,NA
Perform,72,4.62,NA,290,31,Value,15,Low,1,30,NA,52.333333333333336,NA,NA,NA
Perform,72,2.182,NA,290,271,Value,16,High,4,270,NA,52.333333333333336,NA,NA,NA
Perform,72,2.895,NA,290,32,Value,17,Low,1,30,NA,52.333333333333336,NA,NA,NA
Perform,72,1.438,NA,290,102,Value,18,Medium,2,100,NA,52.333333333333336,NA,NA,NA
Perform,73,2.299,NA,215,33,Liking,1,Low,4,30,NA,32.666666666666664,NA,NA,NA
Perform,73,4.564,NA,215,105,Liking,2,Medium,3,100,NA,32.666666666666664,NA,NA,NA
Perform,73,2.366,NA,215,272,Liking,3,High,4,270,NA,32.666666666666664,NA,NA,NA
Perform,73,2.449,NA,215,35,Liking,4,Low,2,30,NA,32.666666666666664,NA,NA,NA
